date,source,review,new_reviews,rating,sentiment,review_len,word_count
2019,google_reviews,Tempat rekreasi untuk keluarga.. wahana  transformer jangan sampai dilewatkan ya.. sangat seru 😍😍.. bagi yg tidak mau masuk ke universal studio. Bisa selfa selfi di depan pintu masuk yg berupa bola dunia universal studio..  Bisa jg …LengkapnyaTempat rekreasi untuk keluarga.. wahana  transformer jangan sampai dilewatkan ya.. sangat seru 😍😍.. bagi yg tidak mau masuk ke universal studio. Bisa selfa selfi di depan pintu masuk yg berupa bola dunia universal studio..  Bisa jg mengelilingi sekitar pulau sentosa.. hanya perlu modal stamina yg ok ya.. soalnya serba jalan kaki 😀😀|Tempat rekreasi untuk keluarga.. wahana  transformer jangan sampai dilewatkan ya.. sangat seru 😍😍.. bagi yg tidak mau masuk ke universal studio. Bisa selfa selfi di depan pintu masuk yg berupa bola dunia universal studio..  Bisa jg mengelilingi sekitar pulau sentosa.. hanya perlu modal stamina yg ok ya.. soalnya serba jalan kaki 😀😀,rekreasi keluarga wahana transformer iya seru mata jantung mata jantung masuk universal studio selfa selfi pintu masuk upa bola dunia universal studio lengkapnyatempat rekreasi keluarga wahana transformer iya seru mata jantung mata jantung masuk universal studio selfa selfi pintu masuk upa bola dunia universal studio keliling pulau sentosa modal stamina iya serba jalan kaki nyengir nyengir rekreasi keluarga wahana transformer iya seru mata jantung mata jantung masuk universal studio selfa selfi pintu masuk upa bola dunia universal studio keliling pulau sentosa modal stamina iya serba jalan kaki nyengir nyengir,10,positive,617,89
2020,google_reviews,"Sudah pasti tempat bermain bersama keluarga, teman, sahabat dan semua orang yang suka bermain mainan yang extreme ataupun mainan lainnya, yang pasti....harus kuat antri !",main keluarga teman sahabat suka main main extreme main kuat antri,10,positive,66,11
2020,google_reviews,"Seru banget, apalagi  wahananya seru abis, kayanya ga cukup kalau sehari hahaha, untuk yg muslim ada juga mushalla nya juga. Seseru itu pokoknya ampe gamau pulang",seru banget wahana seru habis kayak hahaha muslim mushalla seru pokok ampe gamau pulang,10,positive,87,14
2019,google_reviews,"Keren bgt, disarankan kesini pada weekdays, agar antrian tdk terlalu panjang atau klo punya budget lebih, bs pakai fast track",keren banget saran kesini weekdays antri budget pakai fast track,10,positive,64,10
2021,google_reviews,Keren pengalaman 6 tahun yg lalu hobby traveling sebelum pandemic,keren alam 6 hobby traveling pandemic,10,positive,37,6
2019,google_reviews,Tempat hiburan d singapura yg cukup bagus. Bisa utk anak2 dan org dewasa. Biaya masuk sekitar Rp 700ribuan . Kalau main ke sini harus seharian,hibur singapura bagus anak2 dewasa biaya masuk rp 700 main,10,positive,58,10
2019,google_reviews,"Saya berangkat dari Halte Bus Beach Road dikarenakan ada urusan print ticket di Golden Mile Complex, naik Bus kode 100 turun ke Halte ViVo City kemudian naik ke lantai 3, sempat bingung cara beli tiket monorail ke Sentosa nya, saya pikir bisa pakai STP Plus, ternyata ada tiket sendiri untuk naik monorailnya dengan biaya sebesar 4$/pax",berangkat halte bus beach road urus print ticket golden mile complex bus kode 100 turun halte vivo city lantai 3 bingung beli tiket monorail sentosa pikir pakai stp nyata tiket monorailnya biaya 4pax,10,neutral,199,33
2020,google_reviews,"One of the best place in Singapore.Universal Studio Singapura berada di Pulau Sentosa, pengunjung dapat berjalan kaki untuk menuju Universal Studio melewati Sentosa broadwalk. …LengkapnyaOne of the best place in Singapore.Universal Studio Singapura berada di Pulau Sentosa, pengunjung dapat berjalan kaki untuk menuju Universal Studio melewati Sentosa broadwalk.Jika kita ingin jogging ataupun jalan-jalan santai, tersedia travelator seperti di airport waktu perjalanan 30 menit, bila tidak ada antrian.|One of the best place in Singapore.Universal Studio Singapura berada di Pulau Sentosa, pengunjung dapat berjalan kaki untuk menuju Universal Studio melewati Sentosa broadwalk.Jika kita ingin jogging ataupun jalan-jalan santai, tersedia travelator seperti di airport waktu perjalanan 30 menit, bila tidak ada antrian.",place singaporeuniversal studio singapura pulau sentosa unjung jalan kaki tuju universal studio sentosa broadwalk lengkapnyaone place singaporeuniversal studio singapura pulau sentosa unjung jalan kaki tuju universal studio sentosa broadwalkjika jogging jalanjalan santai sedia travelator airport jalan 30 menit antrianone place singaporeuniversal studio singapura pulau sentosa unjung jalan kaki tuju universal studio sentosa broadwalkjika jogging jalanjalan santai sedia travelator airport jalan 30 menit antri,10,positive,512,63
2019,google_reviews,"Seruu, cocok untuk liburan keluarga. Ke USS bisa naik sentosa expres dari L3 vivo city (menghemat tenaga untuk nanti berjalan di USS). Untuk yang hanya sekedar berfoto- foto di luar universal, bisa berjalan kaki dari vivo city sekalian olahraga dan berhemat. Untuk tiket sentosa express sg$4.",seruu cocok libur keluarga uss sentosa expres l3 vivo city hemat tenaga jalan uss dar foto foto universal jalan kaki vivo city olahraga hemat tiket sentosa express sg4,10,neutral,167,28
2021,google_reviews,"#beforepandemic. USS merupakan salah satu tujuan wajib bagi wisatawan jika ke Singapura selain Merlion, Garden by The Bay dan Shopping. Saya sarankan untuk ke USS mendekati event seperti Natal",beforepandemic uss rupa salah tuju wajib wisatawan singapura merlion garden bay shopping saran uss event natal,10,neutral,110,16
2020,google_reviews,Sudah yg ke beberapa kalinya. Tapi tetap aja masih menarik. Apalagi kalau bersama keluarga. Untuk foto2 juga bagus. Tempat rekreasi keluarga. Ada tempat bermain untuk anak2. Ada tempat makan. Untuk foto2 aja juga ada. …LengkapnyaSudah yg ke beberapa kalinya. Tapi tetap aja masih menarik. Apalagi kalau bersama keluarga. Untuk foto2 juga bagus. Tempat rekreasi keluarga. Ada tempat bermain untuk anak2. Ada tempat makan. Untuk foto2 aja juga ada.Makanan nya juga enak. Ada yang buffet. Lain kali kalau ada uang mau kesini lagi bersama keluarga. Siapa tau ada family gathering dari kantor|Sudah yg ke beberapa kalinya. Tapi tetap aja masih menarik. Apalagi kalau bersama keluarga. Untuk foto2 juga bagus. Tempat rekreasi keluarga. Ada tempat bermain untuk anak2. Ada tempat makan. Untuk foto2 aja juga ada.Makanan nya juga enak. Ada yang buffet. Lain kali kalau ada uang mau kesini lagi bersama keluarga. Siapa tau ada family gathering dari kantor,tarik keluarga foto2 bagus rekreasi keluarga main anak2 makan foto2 lengkapnyasudah tarik keluarga foto2 bagus rekreasi keluarga main anak2 makan foto2 adamakanan enak buffet uang kesini keluarga family gathering kantorsudah tarik keluarga foto2 bagus rekreasi keluarga main anak2 makan foto2 adamakanan enak buffet uang kesini keluarga family gathering kantor,10,positive,360,49
2020,google_reviews,Menyenangkan bermain disini. Sayang sekali tempat sholat ada tapi tidak tersedia mukena,senang main sayang sholat sedia mukena,8,positive,38,6
2020,google_reviews,"Pengalaman yang luar biasa, pikiran saya hanya wahana anak2 yang ada di USS, setelah masuk dan mencoba ternyata luar amazing, paling seru transformer, mumi, jet coster",alam pikir wahana anak2 uss masuk coba nyata amazing seru transformer mumi jet coster,10,positive,85,14
2019,google_reviews,"Tempatnya sangat menarik, indah dan bersih. Tidak hanya bagus utk poto2, tp bagus utk jd tempat belajar anak2.",tarik indah bersih bagus poto2 bagus ajar anak2,10,positive,47,8
2018,google_reviews,"Untuk penghilang penat sejenak, tempat ini luar biasa menyenangkan. Wajib coba wahana Transformer & Galactica. Lebih baik hindari datang kesini di holiday season & weekend, karna antrian bakal luamaaaa bgt.",hilang penat jenak senang wajib coba wahana transformer galactica hindar kesini holiday season weekend antri luamaaaa banget,10,positive,124,17
2020,google_reviews,"Suka tempatnya.  Banyak makanan dan bisa foto cantik tanpa perlu masuk ke dalam.  Kalau mau ke sana kita musti menggunakan train,  kemarin sabtu bayar $4.  Suka. Liat permen2 pohon..",suka makan foto cantik masuk dalam mesti train bayar 4 suka lihat permen2 pohon,8,positive,79,14
2019,google_reviews,"Universal Studio dengan lambang Globe Universal yang paling dicari, untuk tiket masuk cukup Rp 710.000 . Di area Universal Studio pun sangat luas terdapat berbagai tenan seperti coklat Hersleys, Candy, dan aneka tenant food and beverages lainnya. Sangat instagramable sekali untuk spot-spot fotonya",universal studio lambang globe universal cari tiket masuk rp 710000 area universal studio luas tenan coklat hersleys candy aneka tenant food beverages instagramable spot spot foto,8,neutral,179,26
2018,google_reviews,"Universal Studios Singapore dibuka pada bulan Januari 2010, merupakan wahana bermain Universal Studios yang pertama kali dibuka di wilayah Asia Tenggara, dan merupakan yang kedua di wilayah Asiasetelah Universal Studios Japan. Taman bermain …LengkapnyaUniversal Studios Singapore dibuka pada bulan Januari 2010, merupakan wahana bermain Universal Studios yang pertama kali dibuka di wilayah Asia Tenggara, dan merupakan yang kedua di wilayah Asiasetelah Universal Studios Japan. Taman bermain bertema film-film terkenal Hollywoodproduksi Universal Studios ini berlokasi di Pulau Sentosa, Singapura.Ada beberapa wahana yang telah dibuka, al. The Lost World, Far and Away, New York, Sci-Fi City, Hollywood Boulevard, Madagascar, Ancient Egypt.Taman ini juga dilengkapi 30 restoran dan konter makanan, serta 20 kios cendera mata. harga tiket mulai S$ 32 (untuk tiket manula), S$ 48 (anak-anak) S$ 66 (tiket satu hari dewasa) hingga S$ 118 (dewasa, untuk 2 hari kunjungan). Beberapa fasilitas hotel, termasuk Hard Rock Hotel, tersedia di sekitar lokasi wisata berkelas dunia ini.|Universal Studios Singapore dibuka pada bulan Januari 2010, merupakan wahana bermain Universal Studios yang pertama kali dibuka di wilayah Asia Tenggara, dan merupakan yang kedua di wilayah Asiasetelah Universal Studios Japan. Taman bermain bertema film-film terkenal Hollywoodproduksi Universal Studios ini berlokasi di Pulau Sentosa, Singapura.Ada beberapa wahana yang telah dibuka, al. The Lost World, Far and Away, New York, Sci-Fi City, Hollywood Boulevard, Madagascar, Ancient Egypt.Taman ini juga dilengkapi 30 restoran dan konter makanan, serta 20 kios cendera mata. harga tiket mulai S$ 32 (untuk tiket manula), S$ 48 (anak-anak) S$ 66 (tiket satu hari dewasa) hingga S$ 118 (dewasa, untuk 2 hari kunjungan). Beberapa fasilitas hotel, termasuk Hard Rock Hotel, tersedia di sekitar lokasi wisata berkelas dunia ini.",universal studios singapore buka januari 2010 rupa wahana main,6,positive,62,9
2020,google_reviews,Wahana wahana nya keren abis dengan efek 5dimensi yang membawa penonton seakan ada di dunia fantasi,wahana wahana keren habis efek 5dimensi bawa tonton dunia fantasi,10,positive,65,10
2018,google_reviews,"Themepark yg cocok buat keluarga... Dan buat org dewasa it's our ""playground"".. Hahahaa nikmati wahana2 yg menguji nyali, utk menghindari antrian di wahana utama datangnya harus pagi2..",themepark cocok keluarga dewasa s playground hahahaa nikmat wahana2 uji nyali hindar antri wahana utama pagi2,10,positive,109,16
2019,google_reviews,"Ini adalah pertama kali dan semoga bukan yg terakhir jg buat saya bisa ke USS, sangat seru sekali disana, kurang puas karena blm semua di lihat karena ga cukup waktu dan karena capek menunggu antri hiks....karena min antri tiap …LengkapnyaIni adalah pertama kali dan semoga bukan yg terakhir jg buat saya bisa ke USS, sangat seru sekali disana, kurang puas karena blm semua di lihat karena ga cukup waktu dan karena capek menunggu antri hiks....karena min antri tiap wahana...minimal nunggu 30 mnt, dan kl boleh ksh masukan...smg di USS di kasih Masjid atau Musholla krn setau saya kmrn bnyk jg muslim yg dtg dan saya yakin tiap hr bnyk org muslim yg akan dtg lagi jika USS dilengkapi Masjid or Musholla, satu lagi (maklum juga) utk Toilet msh kurang bersih krn msh bau :Dini saya ada bbrp foto selfi saya sewaktu lagi di USS, ada yg msh di HP tmn hg sih hihihi..|Ini adalah pertama kali dan semoga bukan yg terakhir jg buat saya bisa ke USS, sangat seru sekali disana, kurang puas karena blm semua di lihat karena ga cukup waktu dan karena capek menunggu antri hiks....karena min antri tiap wahana...minimal nunggu 30 mnt, dan kl boleh ksh masukan...smg di USS di kasih Masjid atau Musholla krn setau saya kmrn bnyk jg muslim yg dtg dan saya yakin tiap hr bnyk org muslim yg akan dtg lagi jika USS dilengkapi Masjid or Musholla, satu lagi (maklum juga) utk Toilet msh kurang bersih krn msh bau :Dini saya ada bbrp foto selfi saya sewaktu lagi di USS, ada yg msh di HP tmn hg sih hihihi..",muslim uss lengkap masjid musholla,10,positive,34,5
2021,google_reviews,"Foto pss di Universal Studios ada di album di rumah 😅 hehehe, pengen ke sini lg",foto pss universal studios album rumah senyum keringat hehehe ken,10,positive,65,10
2019,google_reviews,paling suka nonton 4D the shreks.. belum sempat masuk ke wahana yg lain sih coz anak masih kecil,suka nonton 4d shreks masuk wahana sih anak kecil,8,positive,49,9
2019,google_reviews,"Menuju ke lokasi dari harbourfront mall vivocity ada transport umum monorail, kereta gantung. Walaupun panas gerah tetep semangat dan seru soalnya wahana macam2 dan bagus2. Buat anak kecil optimal yg min.tinggi 100cm jd bisa ikut lebih ragam wahana anak-yunior. Ikuti informasi jam show tertentu dan meet greet tokoh kartun favorit.",tuju lokasi harbourfront mall vivocity transport monorail kereta gantung panas gerah tetep semangat seru wahana macam2 bagus2 anak kecil optimal mintinggi 100 cm ragam wahana anak yunior informasi jam meet greet tokoh kartun favorit,10,positive,232,34
2019,google_reviews,"Tempat ini benar-benar menyenangkan ada berbagai macam atraksi dan wahana yang cukup menegangkan, mata uang yang digunakan di dalam Tempat Rekreasi adalah Dolar Singapore. Tempat nya sangat bersih dan teratur khususnya di bagian bar - bar Cowboy tempatnya sangat futuristik dan elegan",benarbenar senang atraksi wahana tegang mata uang dalam rekreasi dolar singapore bersih atur bar bar cowboy futuristik elegan,10,positive,125,18
2020,google_reviews,"Sukaaak, selain wahananya seru jadi spot foto paling kece dan kekinian khas banget universal singaporenya wkwk Tapi ada beberapa wahana sih yg agak biasa aja kurang extream gtu, tapi ttep bagus kok. Sneng bisa ada dsana 💜 Kalo kalian naek ferry dari batam buat kesini tuh cuma tinggal jalan kaki gaes 😌",sukaaak wahana seru spot foto kece kini khas banget universal singaporenya wkwk wahana sih agak extream gtu ttep bagus sneng dsana hati ungu naek ferry batam kesini tuh jalan kaki gaes lega,10,positive,189,32
2020,google_reviews,"Tak pernah sepi, apalagi musim liburan anak sekolah.....hhmm...pagi2 dah dtg ksininya. Klo ksiangan, dijamin antriannya bakal paaanjaaaang.🤗",sepi musim libur anak sekolah hhmm pagi2 deh ksininya ksiangan jamin antri paaanjaaaang wajah peluk,10,neutral,99,15
2020,google_reviews,"post foto ajalah, karna disini cuma numpang foto sebentar sebelom lanjut ke tempat beli oleh-oleh dan cabut, ada beberapa orang disini yang kaya lagi survei dan mengajukan beberapa pertanyaan lalu pergi, but no problem sih 😁",post foto aja numpang foto sebentar bom beli oleholeh pergi kaya survei aju pergi sih seringai,10,neutral,94,16
2020,google_reviews,Luar biasa berbagai atraksi dan pertunjukan. Untuk sampai kesini tinggal naik MRT saja menuju Harbour Front dan Skytrain ke Sentosa Island Universal Studio Singapore,atraksi kesini mrt tuju harbour skytrain sentosa island universal studio singapore,10,positive,82,11
2020,google_reviews,"Rekomendasi buat kalian yg mau ke USS. Ini berdasarkan pengalaman :Jika tiket reguler / non fast track …LengkapnyaRekomendasi buat kalian yg mau ke USS. Ini berdasarkan pengalaman :Jika tiket reguler / non fast track1. Kalian beli tiket USS dari market place ada banyak yg lagi diskon.2. Tuker dulu tiketnya di loker tiket dg tiket USS3. Rekomen datang di atas jam 12. Krn tingkat rame nya pengunjung di jam 10-1 siang. Jadi kalian bs dteng di jam 2 siang an. Semua wahana udh sepiiii banget. Jd kalian antri ga lama lama.Jika pake tiket fast track1. Harga memang lebih mahal, tp worth it buat kalian yg datang pagi. Ga perlu antri. Hahaha2. Beli tiket nya jg ada d market place. Ada juga onthespot.Jangan lupa pake kaos atau baju yg gak mengganggu aktifitas gerak kalian.Bawa juga duit yg banyak, krn banyak jualan yg lucu2 hahaha|Rekomendasi buat kalian yg mau ke USS. Ini berdasarkan pengalaman :Jika tiket reguler / non fast track1. Kalian beli tiket USS dari market place ada banyak yg lagi diskon.2. Tuker dulu tiketnya di loker tiket dg tiket USS3. Rekomen datang di atas jam 12. Krn tingkat rame nya pengunjung di jam 10-1 siang. Jadi kalian bs dteng di jam 2 siang an. Semua wahana udh sepiiii banget. Jd kalian antri ga lama lama.Jika pake tiket fast track1. Harga memang lebih mahal, tp worth it buat kalian yg datang pagi. Ga perlu antri. Hahaha2. Beli tiket nya jg ada d market place. Ada juga onthespot.Jangan lupa pake kaos atau baju yg gak mengganggu aktifitas gerak kalian.Bawa juga duit yg banyak, krn banyak jualan yg lucu2 hahaha",uss dasar alam tiket reguler fast track lengkapnyare,10,positive,52,8
2020,google_reviews,"Yang suka adrenalin wajib cobain galactica, walaupun nunggunya bisa hampir 2 jam lebih. Disarankan yang nitip tas bawa uang atau ezlink ya, karna kalau lebih dari 2 jam harus bayar 4 SGD hahaha",suka adrenalin wajib cobain galactica nunggunya hampir 2 jam saran nitip tas bawa uang ezlink iya 2 jam bayar 4 sgd hahaha,10,positive,122,22
2020,google_reviews,"Semua wahana seru, tempatnya bersih, makanannya banyak variasinya.. sayang prayer roomnya kecil..",wahana seru bersih makan variasi sayang prayer roomnya kecil,8,positive,60,9
2019,google_reviews,"Disini dari sudut manapun km ambil gambar akan terlihat keren, tiket masuknya $79 untu dewasa, $58 untuk anak2.",sudut ambil gambar lihat keren tiket masuk 79 untu dewasa 58 anak2,10,positive,66,12
2020,google_reviews,"Tempatnya seru sekali dan emang keren... kalo ga punya express pass disini sangat berasa diskriminasinya. Express bisa masuk terus tanpa antrian, tanpa ada kuota... seharusnya meskipun ada antrian express yg antrian biasa tetap dikasih masuk juga...",seru keren express pass asa diskriminasi express masuk antri kuota antri express antri kasih masuk,8,positive,98,15
2018,google_reviews,Destinasi wisata keluarga yang wajib dikunjungi kalau ke Singapore.banyak wahana permainan yang mengasyikkanBerada di Sentosa Island cukup jalan kaki aja dari Vivo City melewati Sentosa …LengkapnyaDestinasi wisata keluarga yang wajib dikunjungi kalau ke Singapore.banyak wahana permainan yang mengasyikkanBerada di Sentosa Island cukup jalan kaki aja dari Vivo City melewati Sentosa BoardwalkView sepanjang perjalanan juga ga kalah ajib...|Destinasi wisata keluarga yang wajib dikunjungi kalau ke Singapore.banyak wahana permainan yang mengasyikkanBerada di Sentosa Island cukup jalan kaki aja dari Vivo City melewati Sentosa BoardwalkView sepanjang perjalanan juga ga kalah ajib...,destinasi wisata keluarga wajib kunjung singaporebanyak wahana main mengasyikkanberada sentosa island jalan kaki vivo city sentosa lengkapnyadestinasi wisata keluarga wajib kunjung singaporebanyak wahana main mengasyikkanberada sentosa island jalan kaki vivo city sentosa boardwalkview jalan kalah ajib destinasi wisata keluarga wajib kunjung singaporebanyak wahana main mengasyikkanberada sentosa island jalan kaki vivo city sentosa boardwalkview jalan kalah ajib,10,positive,464,56
2018,google_reviews,"lebih baik kesana waktu weekday , antrian tiap wahana berkisar 20-80 menit tergantung kondisi . jika tidak mau mengantri menggunkan express pass kira-kira menambah 30 SGD . lebih baik datang jam 10 biar lebih puas mainnya. wahana yang wajib …Lengkapnyalebih baik kesana waktu weekday , antrian tiap wahana berkisar 20-80 menit tergantung kondisi . jika tidak mau mengantri menggunkan express pass kira-kira menambah 30 SGD . lebih baik datang jam 10 biar lebih puas mainnya. wahana yang wajib transformer 3D sama jurasic park (arung jeram ). ada show2 bisa dilihat di map . bawa tumbler air minum makanan dari luar karena mahal air putih botol saja 6,5 SGD (65k )|lebih baik kesana waktu weekday , antrian tiap wahana berkisar 20-80 menit tergantung kondisi . jika tidak mau mengantri menggunkan express pass kira-kira menambah 30 SGD . lebih baik datang jam 10 biar lebih puas mainnya. wahana yang wajib transformer 3D sama jurasic park (arung jeram ). ada show2 bisa dilihat di map . bawa tumbler air minum makanan dari luar karena mahal air putih botol saja 6,5 SGD (65k )",kesana weekday antri wahana kisar 20 80 menit gantung antri gun express pass kirakira 30 sgd jam 10 biar puas main wahana wajib lengkapnyalebih kesana weekday antri wahana kisar 20 80 menit gantung antri gun express pass kirakira 30 sgd jam 10 biar puas main wahana wajib transformer 3d jurasic park arung jeram show2 lihat map bawa tumbler air minum makan mahal air putih botol 65 sgd 65k kesana weekday antri wahana kisar 20 80 menit gantung antri gun express pass kirakira 30 sgd jam 10 biar puas main wahana wajib transformer 3d jurasic park arung jeram show2 lihat map bawa tumbler air minum makan mahal air putih botol 65 sgd 65k,10,neutral,635,112
2020,google_reviews,Saya hanya berfoto di depan bola universal nya saja. Karena saya tidak banyak waktu selama di sg. Untuk eksplore dalamnya USS perlu spend waktu dari pagi agar puas mengekspor wahana di dalamnya,foto bola universal sg eksplore dalam uss spend pagi puas ekspor wahana dalam,10,positive,77,13
2021,google_reviews,belom masuk...cuma baru foto diluarnya doang wkwkwk...krn udh kesorean gara2 asik foto2 di madam tussauds,masuk foto doang wkwkwk udh sore gara2 asik foto2 madam tussauds,8,positive,64,11
2021,google_reviews,"Keren banget si tempat nya, gak sia-sia kesana akhirnya dapat mba-mba disana. 😂",keren banget si siasia kesana mbak mbak sukacita,10,positive,48,8
2018,google_reviews,"Tempat yang sangat bagus untuk rekreasi bersama keluarga. Ada beberapa wahana yang disesuaikan dengan karakter. Seperti transformer, holywood, dan the mummy",bagus rekreasi keluarga wahana karakter transformer holywood mummy,10,positive,66,8
2020,google_reviews,"Banyak wahana yg seru disini dan kebetulan waktu kesana tidak terlalu antri jadi bisa puas, paling favorit wahana Mummy (roller coaster)Tapi kalo bawa anak kecil kurang cocok karena wahana nya banyak yg buat dewasa",wahana seru kesana antri puas favorit wahana mummy roller coastertapi bawa anak kecil cocok wahana dewasa,10,positive,105,16
2019,google_reviews,"Taman hiburan bertema Universal Studios pertama dan satu-satunya di Asia Tenggara mempersembahkan 24 wahana, pertunjukan, dan atraksi yang terbagi ke dalam tujuh zona bertema.",taman hibur tema universal studios satusatunya asia tenggara sembah 24 wahana atraksi dalam tujuh zona tema,10,positive,107,16
2020,google_reviews,"Wahananya bisa dibilang keren diatas rata-rata. Walaupun kalau kesana saat liburan, antrian bisa mencapai 45menit per wahana. Tp worth it",wahana bilang keren ratarata kesana libur antri capai 45menit wahana worth,10,positive,74,11
2020,google_reviews,Capek jalannya hehe.....harusnya ada bus khusus dr mall Vivo jd ga jauh bgt jakannya,capek jalan bus dr mall vivo banget jakannya,10,negative,44,8
2021,google_reviews,"Tiba di Universal studio sudah malam, dan terburu2 karena harus melanjutkan perjalanan ke Johor Malaysia. Mungkin akan lebih bagus lg jika foto2 nya masih dalam keadaan siang/sore tidak terlalu malam/gelap.Jangan lupa beli pop corn yaaaa...thank u see next time",universal studio malam terburu2 jalan johor malaysia mungkin bagus foto2 dalam siang sore malam gelapjangan lupa beli pop corn yaaaa time,10,positive,137,21
2020,google_reviews,"Tempaf yg bagus untuk keluarga berlibur, harga tiketnya 800 rb an, permainannya banyak. Makanan halal ada, tempat sholat ada",tempaf bagus keluarga libur harga tiket 800 rb main makan halal sholat,10,positive,70,12
2020,google_reviews,"Gak afdol turis dari luar gak foto di globe ini, utk globe ini posisi nya ada diluar, jadi buat yg gak masuk (krn tiket mahal atau alasan lainnya hehehe) bisa coba utk berphoto di globe ini saja..diusahakan datang pagian, kalo udah siangan agak penuh sama berbagai turis mancanegara, dan yg pasti akan ikut kephoto dalam satu frame..😁😁",afdol turis foto globe globe posisi masuk tiket mahal alas hehehe coba berphoto globe usaha pagi siang agak penuh turis mancanegara kephoto dalam frame seringai seringai,8,positive,169,26
2020,google_reviews,"Sudah beberapa kali kesini, suka banget dengan transformers ride dan Mummy ride nya. Pokoknya best!!!",kesini suka banget transformers ride mummy ride pokok,10,positive,53,8
2019,google_reviews,"Masuknya lumayan mahal dan lebih baik beli lewat aplikasi dari Indonesia dulu jadi lebih murah... Ada patung Merlion juga di sentosa island dekat dari universal studio tinggal naik ke atas dan ini adalah Merlion tertinggi di Singapore, …LengkapnyaMasuknya lumayan mahal dan lebih baik beli lewat aplikasi dari Indonesia dulu jadi lebih murah... Ada patung Merlion juga di sentosa island dekat dari universal studio tinggal naik ke atas dan ini adalah Merlion tertinggi di Singapore, karena kebetulan Merlion di Marina bay sedang direnovasi saat April 2019 jadi harus melihat dan berfoto di Merlion yang di sini, sarana bermain dan juga atraksi di sini|Masuknya lumayan mahal dan lebih baik beli lewat aplikasi dari Indonesia dulu jadi lebih murah... Ada patung Merlion juga di sentosa island dekat dari universal studio tinggal naik ke atas dan ini adalah Merlion tertinggi di Singapore, karena kebetulan Merlion di Marina bay sedang direnovasi saat April 2019 jadi harus melihat dan berfoto di Merlion yang di sini, sarana bermain dan juga atraksi di sini",masuk lumayan mahal beli aplikasi indonesia murah patung merlion sentosa island universal studio merlion singapore lengkapnyamasuknya lumayan mahal beli aplikasi indonesia murah patung merlion sentosa island universal studio merlion singapore merlion marina bay renovasi april 2019 lihat foto merlion sarana main atraksi sinimasuknya lumayan mahal beli aplikasi indonesia murah patung merlion sentosa island universal studio merlion singapore merlion marina bay renovasi april 2019 lihat foto merlion sarana main atraksi,10,positive,520,69
2020,google_reviews,"Mahal,panasNgga semua bisa di naiki anak anak.tergantung tinggi badan",mahal panasngga anak anaktergantung badan,8,neutral,41,5
2018,google_reviews,"Wahana bermain terbesar di Asia tenggara, tiket masuk dapat di beli di loket atau travel agent lain, permainan yang di tawarkan cukup menarik dan seru. Di sarankan ke sana dari pagi karena lokasi yang luas jika hanya setengah hari tidak …LengkapnyaWahana bermain terbesar di Asia tenggara, tiket masuk dapat di beli di loket atau travel agent lain, permainan yang di tawarkan cukup menarik dan seru. Di sarankan ke sana dari pagi karena lokasi yang luas jika hanya setengah hari tidak akan bisa berkeliling semua , untuk tiket masuk sudah free semua wahana permainan. Tidak perlu membeli tiket main lagi. Di dalam USS ini sudah tersedia restoran , shopping souvernir dsb. Jadi lengkap deh di dalam. Bagi wisatawan Untuk menuju kemari di sarankan naik taksi saja jika 4 atau 5 orang.|Wahana bermain terbesar di Asia tenggara, tiket masuk dapat di beli di loket atau travel agent lain, permainan yang di tawarkan cukup menarik dan seru. Di sarankan ke sana dari pagi karena lokasi yang luas jika hanya setengah hari tidak akan bisa berkeliling semua , untuk tiket masuk sudah free semua wahana permainan. Tidak perlu membeli tiket main lagi. Di dalam USS ini sudah tersedia restoran , shopping souvernir dsb. Jadi lengkap deh di dalam. Bagi wisatawan Untuk menuju kemari di sarankan naik taksi saja jika 4 atau 5 orang.",wahana main asia tenggara tiket masuk beli loket travel agent main tawar tarik seru saran pagi lokasi luas lengkapnyawahana main asia tenggara tiket masuk beli loket travel agent main tawar tarik seru saran pagi lokasi luas keliling tiket masuk free wahana main beli tiket main dalam uss sedia restoran shopping souvernir lengkap deh dalam wisatawan tuju kemari saran taksi 4 5 orangwahana main asia tenggara tiket masuk beli loket travel agent main tawar tarik seru saran pagi lokasi luas keliling tiket masuk free wahana main beli tiket main dalam uss sedia restoran shopping souvernir lengkap deh dalam wisatawan tuju kemari saran taksi 4 5,10,positive,643,104
2018,google_reviews,"Saya suka sekali.anda harus mencoba. Yg terutama anda harus coba 4D Shrek, madagascar crate adventure, transformers the ride, & galactica star",suka sekalianda coba utama coba 4d shrek madagascar crate adventure transformers ride galactica star,10,positive,100,14
2019,google_reviews,"Pertama kali ke sini, pas cuacanya nyaman dan transportasi nya mudah. Seneng banget, akhirnya bisa foto di depan bola dunia yang ikonik ituu 😊",pas cuaca nyaman transportasi mudah neng banget foto bola dunia ikonik ituu blush,8,positive,81,13
2019,google_reviews,"sebenernya siih asik, cuman menurutku lebih bagus di jatim park drpd disini 😅 cuman lebih bergengsi aja siih",sebenernya siih asik cuman bagus jatim park drpd senyum keringat cuman gengsi siih,10,positive,82,13
2019,google_reviews,"Kalau kesini ga cukup sehari 🤣🤣🤣 wahana nya keren keren, karena tiketnya terusan jadi sayang kalau ga main semua 😎😎",kesini guling lantai tertawa guling lantai tertawa guling lantai tertawa wahana keren keren tiket sayang main kacamata hitam kacamata hitam,10,positive,139,20
