user,date,rating,review,page_url,date_scraped,source,attraction
Ellyzabeth Angela,2019,10,Panas banget kalau siang.. tapi bagus ❤️,"https://www.google.com/search?q=universal+studios+singapore&source=hp&ei=5CFpYsvtDdGOseMPu5KemA8&iflsig=AJiK0e8AAAAAYmkv9LC4OpVTYn1a0WmTPQGUhcEhpiu9&ved=0ahUKEwjL75KLi7T3AhVRR2wGHTuJB_MQ4dUDCAY&uact=5&oq=universal+studios+singapore&gs_lcp=Cgdnd3Mtd2l6EAMyEQguEIAEELEDEIMBEMcBEK8BMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEOgsILhCABBCxAxCDAToLCAAQgAQQsQMQgwE6CAguEIAEELEDOgsILhCABBCxAxDUAjoICAAQsQMQgwE6EQguEIAEELEDEIMBEMcBEKMCOgUILhCABDoICAAQgAQQsQM6CwguEIAEEMcBEK8BUOsKWNMyYMwzaABwAHgBgAGXCIgBjSGSAQ4xNi45LjIuMC4xLjctMZgBAKABAbABAA&sclient=gws-wiz#lrd=0x31da1955a615a343:0x3094037d34e6529f,1,,,",4/27/2022,google_reviews,uss
Fefilia Apriani,2018,10,"Seluruh tempatnya instagramable! Tertata, bersih, rapi. Recomended 👍","https://www.google.com/search?q=universal+studios+singapore&source=hp&ei=5CFpYsvtDdGOseMPu5KemA8&iflsig=AJiK0e8AAAAAYmkv9LC4OpVTYn1a0WmTPQGUhcEhpiu9&ved=0ahUKEwjL75KLi7T3AhVRR2wGHTuJB_MQ4dUDCAY&uact=5&oq=universal+studios+singapore&gs_lcp=Cgdnd3Mtd2l6EAMyEQguEIAEELEDEIMBEMcBEK8BMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEOgsILhCABBCxAxCDAToLCAAQgAQQsQMQgwE6CAguEIAEELEDOgsILhCABBCxAxDUAjoICAAQsQMQgwE6EQguEIAEELEDEIMBEMcBEKMCOgUILhCABDoICAAQgAQQsQM6CwguEIAEEMcBEK8BUOsKWNMyYMwzaABwAHgBgAGXCIgBjSGSAQ4xNi45LjIuMC4xLjctMZgBAKABAbABAA&sclient=gws-wiz#lrd=0x31da1955a615a343:0x3094037d34e6529f,1,,,",4/27/2022,google_reviews,uss
santi damayanti,2019,10,Siapkan tenaga dan makanan karna banyak tempat2 menarik dsni ..yeeay I am so happy,"https://www.google.com/search?q=universal+studios+singapore&source=hp&ei=5CFpYsvtDdGOseMPu5KemA8&iflsig=AJiK0e8AAAAAYmkv9LC4OpVTYn1a0WmTPQGUhcEhpiu9&ved=0ahUKEwjL75KLi7T3AhVRR2wGHTuJB_MQ4dUDCAY&uact=5&oq=universal+studios+singapore&gs_lcp=Cgdnd3Mtd2l6EAMyEQguEIAEELEDEIMBEMcBEK8BMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEOgsILhCABBCxAxCDAToLCAAQgAQQsQMQgwE6CAguEIAEELEDOgsILhCABBCxAxDUAjoICAAQsQMQgwE6EQguEIAEELEDEIMBEMcBEKMCOgUILhCABDoICAAQgAQQsQM6CwguEIAEEMcBEK8BUOsKWNMyYMwzaABwAHgBgAGXCIgBjSGSAQ4xNi45LjIuMC4xLjctMZgBAKABAbABAA&sclient=gws-wiz#lrd=0x31da1955a615a343:0x3094037d34e6529f,1,,,",4/27/2022,google_reviews,uss
krishna Wacana,2019,10,"Tempat yang wajib dikunjungi ketika bermain ke singapore, harga cukup murah jika dibandingkan dengan apa yang bisa kita dapat disini. Salah satu icon singapore","https://www.google.com/search?q=universal+studios+singapore&source=hp&ei=5CFpYsvtDdGOseMPu5KemA8&iflsig=AJiK0e8AAAAAYmkv9LC4OpVTYn1a0WmTPQGUhcEhpiu9&ved=0ahUKEwjL75KLi7T3AhVRR2wGHTuJB_MQ4dUDCAY&uact=5&oq=universal+studios+singapore&gs_lcp=Cgdnd3Mtd2l6EAMyEQguEIAEELEDEIMBEMcBEK8BMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEOgsILhCABBCxAxCDAToLCAAQgAQQsQMQgwE6CAguEIAEELEDOgsILhCABBCxAxDUAjoICAAQsQMQgwE6EQguEIAEELEDEIMBEMcBEKMCOgUILhCABDoICAAQgAQQsQM6CwguEIAEEMcBEK8BUOsKWNMyYMwzaABwAHgBgAGXCIgBjSGSAQ4xNi45LjIuMC4xLjctMZgBAKABAbABAA&sclient=gws-wiz#lrd=0x31da1955a615a343:0x3094037d34e6529f,1,,,",4/27/2022,google_reviews,uss
apperila von hariyanto,2020,10,Ga ada bosennya..baik untuk kuliner ataupun sekedar jalan jalan.,"https://www.google.com/search?q=universal+studios+singapore&source=hp&ei=5CFpYsvtDdGOseMPu5KemA8&iflsig=AJiK0e8AAAAAYmkv9LC4OpVTYn1a0WmTPQGUhcEhpiu9&ved=0ahUKEwjL75KLi7T3AhVRR2wGHTuJB_MQ4dUDCAY&uact=5&oq=universal+studios+singapore&gs_lcp=Cgdnd3Mtd2l6EAMyEQguEIAEELEDEIMBEMcBEK8BMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEOgsILhCABBCxAxCDAToLCAAQgAQQsQMQgwE6CAguEIAEELEDOgsILhCABBCxAxDUAjoICAAQsQMQgwE6EQguEIAEELEDEIMBEMcBEKMCOgUILhCABDoICAAQgAQQsQM6CwguEIAEEMcBEK8BUOsKWNMyYMwzaABwAHgBgAGXCIgBjSGSAQ4xNi45LjIuMC4xLjctMZgBAKABAbABAA&sclient=gws-wiz#lrd=0x31da1955a615a343:0x3094037d34e6529f,1,,,",4/27/2022,google_reviews,uss
Jansarden Damanik,2020,10,Sangat Baik.... Nyaman.... Pengen Kembali lag,"https://www.google.com/search?q=universal+studios+singapore&source=hp&ei=5CFpYsvtDdGOseMPu5KemA8&iflsig=AJiK0e8AAAAAYmkv9LC4OpVTYn1a0WmTPQGUhcEhpiu9&ved=0ahUKEwjL75KLi7T3AhVRR2wGHTuJB_MQ4dUDCAY&uact=5&oq=universal+studios+singapore&gs_lcp=Cgdnd3Mtd2l6EAMyEQguEIAEELEDEIMBEMcBEK8BMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEOgsILhCABBCxAxCDAToLCAAQgAQQsQMQgwE6CAguEIAEELEDOgsILhCABBCxAxDUAjoICAAQsQMQgwE6EQguEIAEELEDEIMBEMcBEKMCOgUILhCABDoICAAQgAQQsQM6CwguEIAEEMcBEK8BUOsKWNMyYMwzaABwAHgBgAGXCIgBjSGSAQ4xNi45LjIuMC4xLjctMZgBAKABAbABAA&sclient=gws-wiz#lrd=0x31da1955a615a343:0x3094037d34e6529f,1,,,",4/27/2022,google_reviews,uss
Eki Setiawan,2019,10,"Keren, sangat menyenangkan. Tempat rekreasi yg wajib di kunjungi.","https://www.google.com/search?q=universal+studios+singapore&source=hp&ei=5CFpYsvtDdGOseMPu5KemA8&iflsig=AJiK0e8AAAAAYmkv9LC4OpVTYn1a0WmTPQGUhcEhpiu9&ved=0ahUKEwjL75KLi7T3AhVRR2wGHTuJB_MQ4dUDCAY&uact=5&oq=universal+studios+singapore&gs_lcp=Cgdnd3Mtd2l6EAMyEQguEIAEELEDEIMBEMcBEK8BMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEOgsILhCABBCxAxCDAToLCAAQgAQQsQMQgwE6CAguEIAEELEDOgsILhCABBCxAxDUAjoICAAQsQMQgwE6EQguEIAEELEDEIMBEMcBEKMCOgUILhCABDoICAAQgAQQsQM6CwguEIAEEMcBEK8BUOsKWNMyYMwzaABwAHgBgAGXCIgBjSGSAQ4xNi45LjIuMC4xLjctMZgBAKABAbABAA&sclient=gws-wiz#lrd=0x31da1955a615a343:0x3094037d34e6529f,1,,,",4/27/2022,google_reviews,uss
Edwinda Mahendra,2019,10,suka banget..keren..ikonnya singapura banyak spot foto yg keren,"https://www.google.com/search?q=universal+studios+singapore&source=hp&ei=5CFpYsvtDdGOseMPu5KemA8&iflsig=AJiK0e8AAAAAYmkv9LC4OpVTYn1a0WmTPQGUhcEhpiu9&ved=0ahUKEwjL75KLi7T3AhVRR2wGHTuJB_MQ4dUDCAY&uact=5&oq=universal+studios+singapore&gs_lcp=Cgdnd3Mtd2l6EAMyEQguEIAEELEDEIMBEMcBEK8BMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEOgsILhCABBCxAxCDAToLCAAQgAQQsQMQgwE6CAguEIAEELEDOgsILhCABBCxAxDUAjoICAAQsQMQgwE6EQguEIAEELEDEIMBEMcBEKMCOgUILhCABDoICAAQgAQQsQM6CwguEIAEEMcBEK8BUOsKWNMyYMwzaABwAHgBgAGXCIgBjSGSAQ4xNi45LjIuMC4xLjctMZgBAKABAbABAA&sclient=gws-wiz#lrd=0x31da1955a615a343:0x3094037d34e6529f,1,,,",4/27/2022,google_reviews,uss
Vera Lie,2019,10,bener bener harus dikunjungin kalo lagi trip ke singapore👌,"https://www.google.com/search?q=universal+studios+singapore&source=hp&ei=5CFpYsvtDdGOseMPu5KemA8&iflsig=AJiK0e8AAAAAYmkv9LC4OpVTYn1a0WmTPQGUhcEhpiu9&ved=0ahUKEwjL75KLi7T3AhVRR2wGHTuJB_MQ4dUDCAY&uact=5&oq=universal+studios+singapore&gs_lcp=Cgdnd3Mtd2l6EAMyEQguEIAEELEDEIMBEMcBEK8BMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEOgsILhCABBCxAxCDAToLCAAQgAQQsQMQgwE6CAguEIAEELEDOgsILhCABBCxAxDUAjoICAAQsQMQgwE6EQguEIAEELEDEIMBEMcBEKMCOgUILhCABDoICAAQgAQQsQM6CwguEIAEEMcBEK8BUOsKWNMyYMwzaABwAHgBgAGXCIgBjSGSAQ4xNi45LjIuMC4xLjctMZgBAKABAbABAA&sclient=gws-wiz#lrd=0x31da1955a615a343:0x3094037d34e6529f,1,,,",4/27/2022,google_reviews,uss
Yoyok Hutomo,2020,8,Keren la standard universal studio. Ada seaworldnya juga tapi beli tiket lagi.,"https://www.google.com/search?q=universal+studios+singapore&source=hp&ei=5CFpYsvtDdGOseMPu5KemA8&iflsig=AJiK0e8AAAAAYmkv9LC4OpVTYn1a0WmTPQGUhcEhpiu9&ved=0ahUKEwjL75KLi7T3AhVRR2wGHTuJB_MQ4dUDCAY&uact=5&oq=universal+studios+singapore&gs_lcp=Cgdnd3Mtd2l6EAMyEQguEIAEELEDEIMBEMcBEK8BMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEOgsILhCABBCxAxCDAToLCAAQgAQQsQMQgwE6CAguEIAEELEDOgsILhCABBCxAxDUAjoICAAQsQMQgwE6EQguEIAEELEDEIMBEMcBEKMCOgUILhCABDoICAAQgAQQsQM6CwguEIAEEMcBEK8BUOsKWNMyYMwzaABwAHgBgAGXCIgBjSGSAQ4xNi45LjIuMC4xLjctMZgBAKABAbABAA&sclient=gws-wiz#lrd=0x31da1955a615a343:0x3094037d34e6529f,1,,,",4/27/2022,google_reviews,uss
Haryadi hamzah,2020,8,"Ramai sekalli..., tempat hiburan yang di minati banyak orang","https://www.google.com/search?q=universal+studios+singapore&source=hp&ei=5CFpYsvtDdGOseMPu5KemA8&iflsig=AJiK0e8AAAAAYmkv9LC4OpVTYn1a0WmTPQGUhcEhpiu9&ved=0ahUKEwjL75KLi7T3AhVRR2wGHTuJB_MQ4dUDCAY&uact=5&oq=universal+studios+singapore&gs_lcp=Cgdnd3Mtd2l6EAMyEQguEIAEELEDEIMBEMcBEK8BMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEOgsILhCABBCxAxCDAToLCAAQgAQQsQMQgwE6CAguEIAEELEDOgsILhCABBCxAxDUAjoICAAQsQMQgwE6EQguEIAEELEDEIMBEMcBEKMCOgUILhCABDoICAAQgAQQsQM6CwguEIAEEMcBEK8BUOsKWNMyYMwzaABwAHgBgAGXCIgBjSGSAQ4xNi45LjIuMC4xLjctMZgBAKABAbABAA&sclient=gws-wiz#lrd=0x31da1955a615a343:0x3094037d34e6529f,1,,,",4/27/2022,google_reviews,uss
Keanu Ghozan,2019,10,Rekomendasi apabila dari pagi hari..karena kalau siang ..tempatnya terbuka dan panas,"https://www.google.com/search?q=universal+studios+singapore&source=hp&ei=5CFpYsvtDdGOseMPu5KemA8&iflsig=AJiK0e8AAAAAYmkv9LC4OpVTYn1a0WmTPQGUhcEhpiu9&ved=0ahUKEwjL75KLi7T3AhVRR2wGHTuJB_MQ4dUDCAY&uact=5&oq=universal+studios+singapore&gs_lcp=Cgdnd3Mtd2l6EAMyEQguEIAEELEDEIMBEMcBEK8BMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEOgsILhCABBCxAxCDAToLCAAQgAQQsQMQgwE6CAguEIAEELEDOgsILhCABBCxAxDUAjoICAAQsQMQgwE6EQguEIAEELEDEIMBEMcBEKMCOgUILhCABDoICAAQgAQQsQM6CwguEIAEEMcBEK8BUOsKWNMyYMwzaABwAHgBgAGXCIgBjSGSAQ4xNi45LjIuMC4xLjctMZgBAKABAbABAA&sclient=gws-wiz#lrd=0x31da1955a615a343:0x3094037d34e6529f,1,,,",4/27/2022,google_reviews,uss
Sofia 123,2018,10,"recommended utk tempat bermain anak anak, sebaiknya datanglah di jam 10 pas wkt singapore supaya lbh cepet naik wahananya","https://www.google.com/search?q=universal+studios+singapore&source=hp&ei=5CFpYsvtDdGOseMPu5KemA8&iflsig=AJiK0e8AAAAAYmkv9LC4OpVTYn1a0WmTPQGUhcEhpiu9&ved=0ahUKEwjL75KLi7T3AhVRR2wGHTuJB_MQ4dUDCAY&uact=5&oq=universal+studios+singapore&gs_lcp=Cgdnd3Mtd2l6EAMyEQguEIAEELEDEIMBEMcBEK8BMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEOgsILhCABBCxAxCDAToLCAAQgAQQsQMQgwE6CAguEIAEELEDOgsILhCABBCxAxDUAjoICAAQsQMQgwE6EQguEIAEELEDEIMBEMcBEKMCOgUILhCABDoICAAQgAQQsQM6CwguEIAEEMcBEK8BUOsKWNMyYMwzaABwAHgBgAGXCIgBjSGSAQ4xNi45LjIuMC4xLjctMZgBAKABAbABAA&sclient=gws-wiz#lrd=0x31da1955a615a343:0x3094037d34e6529f,1,,,",4/27/2022,google_reviews,uss
Dewi Geisha,2020,10,"Universal studios,tempat nya masih sekitaran sentosa merlion.jadi pertama kali masuk kamu akan bertemu bola dunia ini terlebih dahulu.jadi jangan lupa abadikan kenangan kamu di bola dunia ini.","https://www.google.com/search?q=universal+studios+singapore&source=hp&ei=5CFpYsvtDdGOseMPu5KemA8&iflsig=AJiK0e8AAAAAYmkv9LC4OpVTYn1a0WmTPQGUhcEhpiu9&ved=0ahUKEwjL75KLi7T3AhVRR2wGHTuJB_MQ4dUDCAY&uact=5&oq=universal+studios+singapore&gs_lcp=Cgdnd3Mtd2l6EAMyEQguEIAEELEDEIMBEMcBEK8BMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEOgsILhCABBCxAxCDAToLCAAQgAQQsQMQgwE6CAguEIAEELEDOgsILhCABBCxAxDUAjoICAAQsQMQgwE6EQguEIAEELEDEIMBEMcBEKMCOgUILhCABDoICAAQgAQQsQM6CwguEIAEEMcBEK8BUOsKWNMyYMwzaABwAHgBgAGXCIgBjSGSAQ4xNi45LjIuMC4xLjctMZgBAKABAbABAA&sclient=gws-wiz#lrd=0x31da1955a615a343:0x3094037d34e6529f,1,,,",4/27/2022,google_reviews,uss
Machdalia Ningsih,2020,10,Taman bermain keren setelah bisa merasakan Dufan di Indonesia,"https://www.google.com/search?q=universal+studios+singapore&source=hp&ei=5CFpYsvtDdGOseMPu5KemA8&iflsig=AJiK0e8AAAAAYmkv9LC4OpVTYn1a0WmTPQGUhcEhpiu9&ved=0ahUKEwjL75KLi7T3AhVRR2wGHTuJB_MQ4dUDCAY&uact=5&oq=universal+studios+singapore&gs_lcp=Cgdnd3Mtd2l6EAMyEQguEIAEELEDEIMBEMcBEK8BMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEOgsILhCABBCxAxCDAToLCAAQgAQQsQMQgwE6CAguEIAEELEDOgsILhCABBCxAxDUAjoICAAQsQMQgwE6EQguEIAEELEDEIMBEMcBEKMCOgUILhCABDoICAAQgAQQsQM6CwguEIAEEMcBEK8BUOsKWNMyYMwzaABwAHgBgAGXCIgBjSGSAQ4xNi45LjIuMC4xLjctMZgBAKABAbABAA&sclient=gws-wiz#lrd=0x31da1955a615a343:0x3094037d34e6529f,1,,,",4/27/2022,google_reviews,uss
Noona N,2021,10,"Kesini pada antri mau foto2, wisatawan dari negara lain juga pada heboh mau foto disini, jdi pas rame susah mau foto sendri, ramee banget dsini sebelum ad pandemi, klo skarang kurang tau gimna ya","https://www.google.com/search?q=universal+studios+singapore&source=hp&ei=5CFpYsvtDdGOseMPu5KemA8&iflsig=AJiK0e8AAAAAYmkv9LC4OpVTYn1a0WmTPQGUhcEhpiu9&ved=0ahUKEwjL75KLi7T3AhVRR2wGHTuJB_MQ4dUDCAY&uact=5&oq=universal+studios+singapore&gs_lcp=Cgdnd3Mtd2l6EAMyEQguEIAEELEDEIMBEMcBEK8BMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEOgsILhCABBCxAxCDAToLCAAQgAQQsQMQgwE6CAguEIAEELEDOgsILhCABBCxAxDUAjoICAAQsQMQgwE6EQguEIAEELEDEIMBEMcBEKMCOgUILhCABDoICAAQgAQQsQM6CwguEIAEEMcBEK8BUOsKWNMyYMwzaABwAHgBgAGXCIgBjSGSAQ4xNi45LjIuMC4xLjctMZgBAKABAbABAA&sclient=gws-wiz#lrd=0x31da1955a615a343:0x3094037d34e6529f,1,,,",4/27/2022,google_reviews,uss
Luna Bond (Black magic woman),2019,10,"Jangan lupa ajak anak dan keluarga kalau kesini, karena sendiri itu ga asyik","https://www.google.com/search?q=universal+studios+singapore&source=hp&ei=5CFpYsvtDdGOseMPu5KemA8&iflsig=AJiK0e8AAAAAYmkv9LC4OpVTYn1a0WmTPQGUhcEhpiu9&ved=0ahUKEwjL75KLi7T3AhVRR2wGHTuJB_MQ4dUDCAY&uact=5&oq=universal+studios+singapore&gs_lcp=Cgdnd3Mtd2l6EAMyEQguEIAEELEDEIMBEMcBEK8BMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEOgsILhCABBCxAxCDAToLCAAQgAQQsQMQgwE6CAguEIAEELEDOgsILhCABBCxAxDUAjoICAAQsQMQgwE6EQguEIAEELEDEIMBEMcBEKMCOgUILhCABDoICAAQgAQQsQM6CwguEIAEEMcBEK8BUOsKWNMyYMwzaABwAHgBgAGXCIgBjSGSAQ4xNi45LjIuMC4xLjctMZgBAKABAbABAA&sclient=gws-wiz#lrd=0x31da1955a615a343:0x3094037d34e6529f,1,,,",4/27/2022,google_reviews,uss
William Natanael,2019,10,Wahana bermain nya sangat banyak dan spectacular,"https://www.google.com/search?q=universal+studios+singapore&source=hp&ei=5CFpYsvtDdGOseMPu5KemA8&iflsig=AJiK0e8AAAAAYmkv9LC4OpVTYn1a0WmTPQGUhcEhpiu9&ved=0ahUKEwjL75KLi7T3AhVRR2wGHTuJB_MQ4dUDCAY&uact=5&oq=universal+studios+singapore&gs_lcp=Cgdnd3Mtd2l6EAMyEQguEIAEELEDEIMBEMcBEK8BMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEOgsILhCABBCxAxCDAToLCAAQgAQQsQMQgwE6CAguEIAEELEDOgsILhCABBCxAxDUAjoICAAQsQMQgwE6EQguEIAEELEDEIMBEMcBEKMCOgUILhCABDoICAAQgAQQsQM6CwguEIAEEMcBEK8BUOsKWNMyYMwzaABwAHgBgAGXCIgBjSGSAQ4xNi45LjIuMC4xLjctMZgBAKABAbABAA&sclient=gws-wiz#lrd=0x31da1955a615a343:0x3094037d34e6529f,1,,,",4/27/2022,google_reviews,uss
Deviias,2020,8,Buat pecinta wahana ekstrim coba kesini aja,"https://www.google.com/search?q=universal+studios+singapore&source=hp&ei=5CFpYsvtDdGOseMPu5KemA8&iflsig=AJiK0e8AAAAAYmkv9LC4OpVTYn1a0WmTPQGUhcEhpiu9&ved=0ahUKEwjL75KLi7T3AhVRR2wGHTuJB_MQ4dUDCAY&uact=5&oq=universal+studios+singapore&gs_lcp=Cgdnd3Mtd2l6EAMyEQguEIAEELEDEIMBEMcBEK8BMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEOgsILhCABBCxAxCDAToLCAAQgAQQsQMQgwE6CAguEIAEELEDOgsILhCABBCxAxDUAjoICAAQsQMQgwE6EQguEIAEELEDEIMBEMcBEKMCOgUILhCABDoICAAQgAQQsQM6CwguEIAEEMcBEK8BUOsKWNMyYMwzaABwAHgBgAGXCIgBjSGSAQ4xNi45LjIuMC4xLjctMZgBAKABAbABAA&sclient=gws-wiz#lrd=0x31da1955a615a343:0x3094037d34e6529f,1,,,",4/27/2022,google_reviews,uss
Yaqub Fauzan,2020,10,Tempat Permainan dan Pertunjukan yg sangat spektakuler,"https://www.google.com/search?q=universal+studios+singapore&source=hp&ei=5CFpYsvtDdGOseMPu5KemA8&iflsig=AJiK0e8AAAAAYmkv9LC4OpVTYn1a0WmTPQGUhcEhpiu9&ved=0ahUKEwjL75KLi7T3AhVRR2wGHTuJB_MQ4dUDCAY&uact=5&oq=universal+studios+singapore&gs_lcp=Cgdnd3Mtd2l6EAMyEQguEIAEELEDEIMBEMcBEK8BMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEOgsILhCABBCxAxCDAToLCAAQgAQQsQMQgwE6CAguEIAEELEDOgsILhCABBCxAxDUAjoICAAQsQMQgwE6EQguEIAEELEDEIMBEMcBEKMCOgUILhCABDoICAAQgAQQsQM6CwguEIAEEMcBEK8BUOsKWNMyYMwzaABwAHgBgAGXCIgBjSGSAQ4xNi45LjIuMC4xLjctMZgBAKABAbABAA&sclient=gws-wiz#lrd=0x31da1955a615a343:0x3094037d34e6529f,1,,,",4/27/2022,google_reviews,uss
Izzah Ayu,2019,10,suka main dan mau foto yg keren..cuss mari kesini..ngaso buat makan jajan juga boleh..😄,"https://www.google.com/search?q=universal+studios+singapore&source=hp&ei=5CFpYsvtDdGOseMPu5KemA8&iflsig=AJiK0e8AAAAAYmkv9LC4OpVTYn1a0WmTPQGUhcEhpiu9&ved=0ahUKEwjL75KLi7T3AhVRR2wGHTuJB_MQ4dUDCAY&uact=5&oq=universal+studios+singapore&gs_lcp=Cgdnd3Mtd2l6EAMyEQguEIAEELEDEIMBEMcBEK8BMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEOgsILhCABBCxAxCDAToLCAAQgAQQsQMQgwE6CAguEIAEELEDOgsILhCABBCxAxDUAjoICAAQsQMQgwE6EQguEIAEELEDEIMBEMcBEKMCOgUILhCABDoICAAQgAQQsQM6CwguEIAEEMcBEK8BUOsKWNMyYMwzaABwAHgBgAGXCIgBjSGSAQ4xNi45LjIuMC4xLjctMZgBAKABAbABAA&sclient=gws-wiz#lrd=0x31da1955a615a343:0x3094037d34e6529f,1,,,",4/27/2022,google_reviews,uss
Gori cell,2019,10,"Tempat yang sangat cocok untuk anak anak kita, bawa payung /topi karena pasti panas sekali","https://www.google.com/search?q=universal+studios+singapore&source=hp&ei=5CFpYsvtDdGOseMPu5KemA8&iflsig=AJiK0e8AAAAAYmkv9LC4OpVTYn1a0WmTPQGUhcEhpiu9&ved=0ahUKEwjL75KLi7T3AhVRR2wGHTuJB_MQ4dUDCAY&uact=5&oq=universal+studios+singapore&gs_lcp=Cgdnd3Mtd2l6EAMyEQguEIAEELEDEIMBEMcBEK8BMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEOgsILhCABBCxAxCDAToLCAAQgAQQsQMQgwE6CAguEIAEELEDOgsILhCABBCxAxDUAjoICAAQsQMQgwE6EQguEIAEELEDEIMBEMcBEKMCOgUILhCABDoICAAQgAQQsQM6CwguEIAEEMcBEK8BUOsKWNMyYMwzaABwAHgBgAGXCIgBjSGSAQ4xNi45LjIuMC4xLjctMZgBAKABAbABAA&sclient=gws-wiz#lrd=0x31da1955a615a343:0x3094037d34e6529f,1,,,",4/27/2022,google_reviews,uss
anta,2020,10,Tempat bermain yg sangat pas utk anak dan dewasa. Canggih dan mengejutkan permainannya.,"https://www.google.com/search?q=universal+studios+singapore&source=hp&ei=5CFpYsvtDdGOseMPu5KemA8&iflsig=AJiK0e8AAAAAYmkv9LC4OpVTYn1a0WmTPQGUhcEhpiu9&ved=0ahUKEwjL75KLi7T3AhVRR2wGHTuJB_MQ4dUDCAY&uact=5&oq=universal+studios+singapore&gs_lcp=Cgdnd3Mtd2l6EAMyEQguEIAEELEDEIMBEMcBEK8BMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEMgUIABCABDIFCAAQgAQyBQgAEIAEOgsILhCABBCxAxCDAToLCAAQgAQQsQMQgwE6CAguEIAEELEDOgsILhCABBCxAxDUAjoICAAQsQMQgwE6EQguEIAEELEDEIMBEMcBEKMCOgUILhCABDoICAAQgAQQsQM6CwguEIAEEMcBEK8BUOsKWNMyYMwzaABwAHgBgAGXCIgBjSGSAQ4xNi45LjIuMC4xLjctMZgBAKABAbABAA&sclient=gws-wiz#lrd=0x31da1955a615a343:0x3094037d34e6529f,1,,,",4/27/2022,google_reviews,uss
