Siew Ling Edlyn,Reviewed: 27 Apr 2021,5.05.0Superb,,"We had a great stay! The pool was by far the best we’ve ever experienced. So big, the water temperature was great. I liked the ala carte buffet breakfast because the selection was more exciting than a standard continental breakfast, which included local delights and “millennial food” like avo smash and granola yoghurt nut muesli mixes. I loved the gym; fully stocked with the best brand. Had a challenging workout when I set the machines to exercise programmes. If I had to pick out something I didn’t like, I’ll have to say that upkeep was not 10/10. Maybe 8-9/10. It didn’t have a sparkling clean feel, and the carpets did feel like they needed a bit of a refresher. But really no harm done because I’m just nitpicking. The other thing, which is much harder to change, is the decor of the place. Wasn’t my thing; the flowery decor and flowers in jars. It was an aesthetic I couldn’t really appreciate. The flowers at the edges of the mirrors in the bathroom creeped me out because they looked like flaking parts of the mirror or like unclean residue. Maybe it’s just me. But all in all, fantastic stay! Other than nitpicking, nothing to complain about.",
Tiong Beng,Reviewed: 26 Apr 2021,5.05.0Superb,,We had a good and relaxing time at W Sentosa. We had the wonderful twin room and it was nice and spacious. I had been to other W hotel outside Singapore and the W Sentosa did not disappointed. It maintain same high standard in quality and luxury ambience. Highly recommended for a staycation there.,
Fritzie,Reviewed: 26 Apr 2021,5.05.0Superb,,"Amazing experience and great value for money! Loved the decor of the room, and the service was top notch. Pool was amazing and not too crowded. Breakfast was decent - dim sum could have been improved. Overall great stay and out-of-SG feels!",Translate Review To English
Wai Fong,Reviewed: 25 Apr 2021,4.05.0Great,,Stay and ambience is one of the best I had. Only downfall was the showers did not have hot water and the air con control was faulty for my room.,Translate Review To English
Natasha,Reviewed: 23 Apr 2021,5.05.0Superb,,"My husband and I thoroughly enjoyed our stay here! From the spacious room (the bathtub has a view of the TV), to the pool (complete with fun slide), to the jacuzzi/sauna/steam room area (what a pleasant surprise!) to the amazing breakfast. Service was great throughout. Highly recommended and will definitely return if given the chance to!",Translate Review To English
Ong,Reviewed: 23 Apr 2021,4.05.0Great,,"Room is big and spacious, bathtub is fabulous, all accessories are good quality, fridge is also cold unlike most other hotels where fridge is only at chilling temperature.",
Karen,Reviewed: 20 Apr 2021,5.05.0Superb,,environment is clean and quiet. service is excellent food is great,Translate Review To English
Jason,Reviewed: 20 Apr 2021,5.05.0Superb,,"We enjoyed our stay at W Singapore so much!!! The hospitality was good as the front desk has responded to my email timely and arranged for my special request which is so lovely to me. Room was very comfy, facilities all good, hair dryer is better than my home one ^^ Swimming pool is exactly as best as described, great time for family bonding & photogenic one! No doubt a five star well deserve for W Singapore! Claps!",
Shi Ting Samantha,Reviewed: 20 Apr 2021,5.05.0Superb,,Love this hotel so much! Service was great and the staff provided us a complimentary cake and some decorations in the room for our anniversary celebration. Dined at the Kitchen Bar and it was great. Will definitely be back again!,Translate Review To English
Wita Claudia,Reviewed: 20 Apr 2021,4.05.0Great,,Great amenities and services by the W team to make sure my special occasion turn out well. Highly recommended for people looking to find a staycation in a fun and well decorated hotel room. The dessert was great but the mains in the 3-course set dinner was so-so.,Translate Review To English
Norman,Reviewed: 20 Apr 2021,5.05.0Superb,,Very good deal on Klook in an impressive hotel. Will be back,Translate Review To English
Irene,Reviewed: 20 Apr 2021,5.05.0Superb,,"wonderful experience. nice pool, beautiful room and services was excellent. food is good as well. love it and will visit again",Translate Review To English
Zhen xuan,Reviewed: 19 Apr 2021,5.05.0Superb,,"What I wonderful hotel, will visit one more time. Big family swimmming pools",
Jeevagajendran,Reviewed: 19 Apr 2021,5.05.0Superb,,"Extremely friendly and helpful staff and beautiful location.views were great, Room was very clean and bed was very comfortable. Delightful stay",Translate Review To English
Wong,Reviewed: 19 Apr 2021,2.05.0Below Average,,"Had a pretty good impression of W Singapore via a friend’s experience but apparently it differs from actual experience. I booked a room with twin bed but during check in, the staff insisted that he can only provide us a king bed. I explained to him that when I booked it was because of the twin bed selection. He argued that I have to pay an extra $60 for the twin bed. Only after I showed the Klook voucher that show the selection for twin he decided to provide us the room that we actually booked. Wasn’t exactly friendly, looks like he was pretty annoyed. Facilities and room is ok, the toilet floor will be all wet after bath despite closing the shower door.",
Shi Ying,Reviewed: 18 Apr 2021,4.05.0Great,,Had a pleasant stay at W hotel to celebrate my fiancé’s birthday. Hotel room was pretty and clean with a very comfortable bed and bathtub! Would have preferred for the room to be more well-lit (room still feels dark when the curtains are drawn). Service provided by hotel staff was excellent although they missed out in bringing us the birthday cake which I have requested before the trip.,Translate Review To English
Wen Qi,Reviewed: 18 Apr 2021,5.05.0Superb,,"The room was clean and spacious. It was my sister’s birthday, and we were pleased with the surprise cake and balloons prepared by W hotel. Breakfast was such a spread, we love the mee siam and avocado toast!! Will definitely be back :)",Translate Review To English
BAIFENG,Reviewed: 18 Apr 2021,5.05.0Superb,,"Great experience. Good room service and nice ambience Excellent property and very convenient to Sentosa. Front desk staff is extremely efficient, pleasant and helpful. Property is clean and has a fantastic old time charm.",Translate Review To English
Ernawaty,Reviewed: 18 Apr 2021,5.05.0Superb,,"Very good stay at W Sentosa Cove. The staff at Breakfast at The Kitchen Table was very friendly and polite. Service is good. Check in/out also fast and easy. Gym, spa, pool are nice, clean and not crowded. Pity that it was raining when I was there. Overall is very good.",Translate Review To English
Rebecca,Reviewed: 17 Apr 2021,5.05.0Superb,,"Service was excellent except for this lady we encountered when we went for our free breakfast at The Kitchen Table. She asked my husband for our room number but he wasn’t paying notice and didn’t answer her. She looked up at him and frowned and was very curt throughout. Otherwise, I would definitely come back. It was an amazing experience.",
Rave,Reviewed: 17 Apr 2021,5.05.0Superb,,"Traveling to Sentosa isn't really that hard because there are shuttle bus within the Sentosa island after arriving from Vivo City via train. W Sentosa is actually located at eastern side of island away from RWS. Its kind of great if you don't want alot of human traffic. Hotel itself has great facilities like pool, gym, bars and restaurants. After a nice dinner, a stroll along the wharf area really reminds me alot of overseas. Hotel room has some excellent control on the lightnings, whether you want a more warm or sexy setting. Bathroom can actually be open fully, so you can literally jump from bed into the tub. Lastly, W Singapore is actually part of Marriot group, so remember to use your membership.",Translate Review To English
C,Reviewed: 16 Apr 2021,5.05.0Superb,,Had a wonderful stay at the W celebrating a birthday. Great and friendly service!,Translate Review To English
Fui Ting,Reviewed: 16 Apr 2021,4.05.0Great,,"Pros 1.This is our second staycation as my husband really likes the pool which is nice n big. I like the spa which has the wet and hot sauna and 2 whirlpools. 2.Booking of facilities for safe distancing is easy and we managed to swim twice. 3. Hotel went extra mile to provide birthday cake n balloons since I stayed on my birthday Cons 1.We ate at kitchen table. While food was suberb, there was long waiting time even though restaurant was not crowded. 2.Since the menu are all digital, I hope management can consider adding pictures so we know the portion and exactly what we getting for breakfast buffet. In the end we over ordered and there was too much food wastage. The staff could hav advised on the portion too",
Wei Wei,Reviewed: 16 Apr 2021,5.05.0Superb,,Great room and amenities. Wonderful service by all staff. The pool and the bar are perfect for lounging all day/night.,Translate Review To English
Lim,Reviewed: 15 Apr 2021,5.05.0Superb,,Had a great stay at W with my parents. The staffs were friendly in helping us to check in/out and throughout the stay. The services were great but a little inconvenient to get in and out of the hotel.,
Rachelle,Reviewed: 14 Apr 2021,5.05.0Superb,,"From the moment we arrived, up to the day we left - we were Wowed! Swift check-in and express check-out! Indeed, I had a fabulous birthday at W! Spacious Suite and so love the jacuzzi bathtub! Comfy bed that put me to sleep in no time. Gym & Pool reservation is well organised. Enjoyed our breakfast (no long Qs).Had a wonderful dinner at Skirt. If you needed a total recharge, The AwaySpa is a must! Thanks to Rose for that relaxing massage. Enjoyed the Spa facilities too.",
YUNFEI,Reviewed: 14 Apr 2021,5.05.0Superb,,We had a nice stay. Hotel stuff has made the perfect birthday arrangement and was able to place my gifts inside the room before I arrive. Wonderful!,Translate Review To English
stephanie,Reviewed: 13 Apr 2021,5.05.0Superb,,Great service and very enjoyable experience. Thanks for the decorations for our anniv. Nice big pool with slide. Alacarte buffet breakfast was good too.,Translate Review To English
Kwok Fung,Reviewed: 13 Apr 2021,4.05.0Great,,"Friendly hotel staff from entrance to reception, good connection to Sentosa attractions via 15 minute interval shuttle buses. Wonderful breakfast options with prompt service and great outdoor seating.",Translate Review To English
Dwinanto,Reviewed: 13 Apr 2021,5.05.0Superb,,"Very satisfied!! I adore the hospitality. The staff are polite and very helpful. We supposed to get early check in at 12pm, but the room wasn't ready. So we were given a standard room for resting. Once the room ready, keycard was sent to the resting room. And we supposed to get late check out at 3pm, but we were welcome to stay until 6pm ???? Thank you very much W hotel. You can get beach pass at concierge, free to go to any beaches, no need to book online. Free unlimited ice cream for kid (just show the bracelet) on the evening start in 4pm We are muslim, the kitchen table is not halal, but they provide our request like uncut fuits and cereal, very respectful and not judging.",Translate Review To English
Jacob,Reviewed: 11 Apr 2021,5.05.0Superb,,"Booked M suite. Great experience. Room is huge, great for couple to stay.",Translate Review To English
J-Wei,Reviewed: 11 Apr 2021,5.05.0Superb,,Room was very clean and well appointed. Guest service was excellent. Breakfast was excellent. Would definitely recommend.,
Jesslyn Ying Yin,Reviewed: 10 Apr 2021,5.05.0Superb,,Service Level at the hotel was very personable. The staff served with a passion.,Translate Review To English
Jia Rong,Reviewed: 10 Apr 2021,4.05.0Great,,"Fuss free check in, 24/7 pool access and spacious room",Translate Review To English
Genevieve,Reviewed: 10 Apr 2021,5.05.0Superb,,Service was impeccable. We left a message before checkin that we were celebrating our daughter’s birthday and were greeted with balloons and a cake in the room. The pool was not overcrowded and it actually felt like a vacation without having to travel out of the country. The bedding was so comfortable we had such a good rest. Really enjoyed our stay at W.,
wu,Reviewed: 10 Apr 2021,4.05.0Great,,"Great staycation, the free breakfast and 75 dollars dining credits at the Dining Table is definitely worth it! Thoroughly enjoyed myself",Translate Review To English
Bharti,Reviewed: 8 Apr 2021,5.05.0Superb,,Absolutely relaxing. Great pool. Good food. Nice happy hour. Spacious room. An escape from daily rut. Sit sip swim repeat,Translate Review To English
Violet,Reviewed: 8 Apr 2021,5.05.0Superb,,"We had a luxurious & enjoyable staycation at W. We booked the suite, and it was so spacious and comfortable. Facilities at W were great, and we got to enjoy the gym, pool and spa facilities. All facilities requires booking of time slots. The gym/spa was almost empty and we had the whole space to ourselves. Service from the staff was awesome. We had a great mini getaway, and would highly recommend W!",
Kelvin,Reviewed: 8 Apr 2021,4.05.0Great,,"One of the nicest pool in Sentosa and we if you plan to upgrade your room, email them in adv as the rates are higher at the door.",Translate Review To English
Mohd Zainuddin,Reviewed: 7 Apr 2021,5.05.0Superb,"Wonderful Room, Room, 2 Double Beds · 2 Adult(s), 2 child(ren) · 1 Nights",Check in and out was a breezed. a very pleasent and rnjoyable stay will not heditate yo come back. highly recommendable.,Translate Review To English
Simon,Reviewed: 6 Apr 2021,4.05.0Great,,"Good stay, with a great outdoor pool. Limited movie channels available though.",Translate Review To English
Yim Leng,Reviewed: 6 Apr 2021,5.05.0Superb,,"Lovely hotel with excellent service, the check-in process is a breeze! The staff are professional, offering prompt and friendly service. The rooms are spacious and clean, classy-looking and comfortable. Food is yummy too, highly recommend!",Translate Review To English
Shi Ying Cherissa,Reviewed: 6 Apr 2021,5.05.0Superb,,"The Wonderful Room was clean and the hotel staff generously gave a sizeable cake for my husband’s birthday! We loved the dinner at Skirt, realllllly superb and top-notch! ?? The ala-carte buffet breakfast at The Kitchen Table is pretty good as well - $70 dining credit was utilised for lunch here, the horfun has alot of wok hei and is a must-try!",
Ma Ei Ei,Reviewed: 3 Apr 2021,5.05.0Superb,,it was a awesome staycation. the hotel was spacious and clean. big swimming pool and beautiful interior throughout the hotel.,Translate Review To English
Kelvin,Reviewed: 3 Apr 2021,5.05.0Superb,,"Great one night stay over the long weekend. We had asked for an early check in and was given the room around 1230pm :) The breakfast has a nice categorisation and was fantastic! Managed to booked the pool twice across both days, and the family thoroughly enjoyed the experience.",Translate Review To English
JIA JU,Reviewed: 3 Apr 2021,3.05.0Good,,"No cakes were provided for birthday celebration which they had promised. Breakfast was decent with late timing till 11.30am. Swimming pool, breakfast place and room were installed with awesome speaker as the music complements the relaxing surrounding, which makes the difference.",
Jye Min,Reviewed: 3 Apr 2021,4.05.0Great,,"very nice room with generous amenities and without doubt fantastic views. service of staff is friendly but does not respond quickly. For example our in room dining came 20mins later than scheduled time and also it took more than an hour for them to collect the dishes back. Buffet svc also seems to be understaffed. overall, still a wonderful stay but W could do better.",Translate Review To English
CHANG,Reviewed: 31 Mar 2021,5.05.0Superb,,"Good experience, went during Valentine’s Day the staff even provide us cake",Translate Review To English
Jia Yun,Reviewed: 30 Mar 2021,4.05.0Great,,"Stayed for a night in a Wonderful room that also happened to have a little harbour and sea view despite being partially island facing. Room was clean. Balloons and cake were provided by the hotel for a celebration and this was very well received. Pool slot was an ample 2 hours per day, and was not too crowded. Breakfast was decent and service standards overall were pretty good for my stay. Great experience with a resort feel.",Translate Review To English
Jeremiah Yong En,Reviewed: 30 Mar 2021,5.05.0Superb,,"loved the experience here. great service, great food, great room, great facilities and short bus ride to the beach which is great too when it's not too crowded. would definitely come again if I can. thank you to the team for giving us a great honeymoon.",Translate Review To English
Ee Lyn Jocelyn,Reviewed: 30 Mar 2021,4.05.0Great,,"The rooms were good. However, the $75 dining voucher were pretty difficult to use especially when the check in time is at 3pm and the check out at 12pm, and breakfast time slot given to us was 10am. So we had to use it during lunch as we had dinner plans for the night before.",
Fei,Reviewed: 29 Mar 2021,5.05.0Superb,,Get the pool view. Beautiful. The room is slightly old tho.,Translate Review To English
Shannon,Reviewed: 29 Mar 2021,5.05.0Superb,,"My friends and I stayed for 2 nights. There's a bus that stops at the entrance of the hotel as it is quite a distance from the main attractions/activities. The room was clean and spacious, the staffs were fast and efficient too! Will definitely return for another staycay.",Translate Review To English
Clarie,Reviewed: 28 Mar 2021,5.05.0Superb,,"very nice staff at the Front Desk and the breakfast staff at the cafe. the stay was wonderful, the kids enjoyed their time at the swimming pool.",Translate Review To English
MUI HUA,Reviewed: 26 Mar 2021,4.05.0Great,,"Checking in and out for this staycation at W Singapore is a breeze. Efficient service and housekeeping staff responds quickly to requests. The Marvelous suite we stayed in is comfortable for 3 people, with its very spacious bathroom and what’s more, it has a jacuzzi bath tub. There’s also a powder room in the suite, which is great when there’s more than 2 people staying there. Breakfast at kitchen table restaurant is below expectations though. That’s why I rate as good and not excellent. Overall, it is a wonderful staycay!",
Pei Fen Dione,Reviewed: 25 Mar 2021,5.05.0Superb,,Wonderful experience at W sentosa cove. 2nd time here. Hassle free purchase and room rate is value for money.,
Yong Kang Samuel,Reviewed: 23 Mar 2021,4.05.0Great,,"Hotel and room was ok. Easy booking for using of swimming pool, 2 hours per slot. Nice place to walk outside of the hotel.",
Muhamad Riduan,Reviewed: 23 Mar 2021,5.05.0Superb,,"Fantastic!! Hotel is really special and unlike any other staycations in Singapore. 24hours pool, free jacuzzi and sauna, round trip around Sentosa Island, and more!",
jun long,Reviewed: 22 Mar 2021,4.05.0Great,,"staffs was all very courteous and warming. everything is good just that wasnt given a seaview room. also, saw from other review that birthday cake was given but there wasnt any for us.",Translate Review To English
NORASHIKIN,Reviewed: 22 Mar 2021,5.05.0Superb,,We really had a wonderful time staying at W singapore! One of the best staycation in singapore and will definitely come back again. Thank you W singapore for the great service!!,Translate Review To English
Annabelle Xue Qi,Reviewed: 21 Mar 2021,4.85.0Superb,"Wonderful Room, Room, 2 Double Beds · 4 Adults · 1 Nights","Had a nice stay at W hotel with the family. The view from.the room was nice, saff are friendly and helpful and the pool is open 24/7, great for a night swim.",Translate Review To English
Sukhjevan,Reviewed: 21 Mar 2021,5.05.0Superb,,"Honestly highly recommend!! Great room, great service, great view!!! Really feels like you are on a holiday someplace else instead of in Singapore. The room was super big and the bathroom was as well! Bathtub was super clean too. Would definitely come back here and stay for longer, if only for the vibes.",
Boon Lan Michelle,Reviewed: 20 Mar 2021,5.05.0Superb,,Top notch hotel with beautiful deco and impressive services! Definitely worth the stay!,
Geok Leng Eileen,Reviewed: 20 Mar 2021,5.05.0Superb,,Great family staycation with the kids during school holiday. Thank you for the special decoration of the room with balloons for our anniversary. Hotel is at the quiet side of sentosa with many restaurants n cafes nearby. Highly recommended.,Translate Review To English
Peng Cheng,Reviewed: 19 Mar 2021,5.05.0Superb,,"super good super fun , and the service makes the price worth it",Translate Review To English
michelle,Reviewed: 19 Mar 2021,5.05.0Superb,,nice luxury experience.. i hv pay to upgrade to marvellous suite the room is spacious and bathtub comes with jacuzzi function.. once a while to pamper yourself,
Xialin,Reviewed: 18 Mar 2021,5.05.0Superb,,???????????Staycation ?????????????klook ???W Hotel ??????????????????????????270??????????????????,Translate Review To English
Hwee Lin,Reviewed: 18 Mar 2021,5.05.0Superb,,Great holiday chill out. Good location with lotsa restaurants and amenities in the surrounding area. Room was great and pool with slide was fun for kiddos.,
Kelly,Reviewed: 17 Mar 2021,4.05.0Great,,"great experience! a hotel tucked in the corner of sentosa away from the usual crowd, yet theres a nice selection of restaurants next to the hotel. enjoyed the spa/pool. felt that breakfast can be improved. the food was lukewarm when served and did not taste good. definitely not worth it for 48++ per pax.",Translate Review To English
Yap,Reviewed: 17 Mar 2021,5.05.0Superb,,"Nice rooms, great pool and good service. The food is surprisingly tasty and much cheaper than the restaurants outside W hotel. Highly recommend it.",Translate Review To English
GARY,Reviewed: 16 Mar 2021,5.05.0Superb,,Most relaxing time for staycations due to isolated area~ many selection of breakfast lunch and dinner at W and nearby restaurant. Would love to go again.,Translate Review To English
Chee Chiang,Reviewed: 16 Mar 2021,1.05.0Below Average,,"The Hotel Staff was not as passionate as others, we went to enjoy the pools and had dinner at the Kitchen Table. Dinner was awful as the 3 course Dinner was served late, and not up to Standard. Breakfast was good though. It's one of the bright spot. We didn't get to enjoy much on our first staycation.",
Deni,Reviewed: 15 Mar 2021,5.05.0Superb,,"Perfect staycation, impeccable service and well maintained hotel??",Translate Review To English
Puay Tze,Reviewed: 15 Mar 2021,5.05.0Superb,,Fantastic stay at W hotel. Great staycation option although breakfast was a little disappointing. Overall was still a great stay with high comfort level.,Translate Review To English
Yvonne,Reviewed: 14 Mar 2021,5.05.0Superb,,"A wonderful room in a wonderful hotel indeed. Impeccable customer service, clean and comfy room; we had an exceptional stay at W. They even surprised us with a cake and balloons in the room as it was my partner's birthday! Will definitely recommend W to our family and friends.",Translate Review To English
YAOJING,Reviewed: 13 Mar 2021,5.05.0Superb,,"2nd time stay here. It’s quite isolated to the main attractions of the Sentosa. If you like quiet, you will love it. The good improvement is there’s free shuttle bus to the beach area comparing 5 years ago. Overall, the staycation is chilled. It’s worth to stay here.",Translate Review To English
Keng Hai,Reviewed: 13 Mar 2021,5.05.0Superb,,"nice, comfortable and cool hotel. will definitely stay again.",Translate Review To English
Rezqie,Reviewed: 12 Mar 2021,5.05.0Superb,"Marvelous Room, Room, 1 King Bed · 2 Adults · 2 Nights",Good place to stay. far from the city and nice view of the sea. great recommend. will come again,Translate Review To English
Yanling Cheryl,Reviewed: 12 Mar 2021,5.05.0Superb,,"Hospitality at its best! The hotel was clean, modern/stylish and staff was friendly, and it is very conveniently located at Quayside Isle, where there are lots of great food within walking distance. The hotel also arranged a birthday cake for my husband - amazing! The only comment I have is that I didn't fancy the texture of the toiletries too much (on the oily, shea butter side) - but it might be my personal preference.",Translate Review To English
Emmylou,Reviewed: 12 Mar 2021,5.05.0Superb,,The service is fantastic at W. They are ever so accommodating and sincere as well. W was so kind so as to allow early check-in. Booking for the gym and pool were fuss free. Breakfast was fantastic as well. Only wish the dinner at Kitchen Table was of better quality given the steep price tag.,Translate Review To English
HUI CHEN CAMELLIA,Reviewed: 11 Mar 2021,5.05.0Superb,,"Wonderful stay, room was spacious and clean. Only thing we didn’t quite like was that the lights were a bit dim. Nice quiet place away from the main part of sentosa, good for couples.",Translate Review To English
chou foong Gina,Reviewed: 10 Mar 2021,4.05.0Great,,"Spacious Room, good service at the Kitchen Table restaurant. at breakfast the basket of breads/pastries & cold n American breakfast was fine but not the local dishes like fried carrot cake, mee Siam, fried kway teow which were poorly cooked & came cold! On the whole enjoyed the staycation.though spoilt by the most important meal of the day!",
Felicia Ying Ting,Reviewed: 9 Mar 2021,5.05.0Superb,,"Totally loved and enjoyed our stay with W Hotel. The generous amount of toiletries gave this hotel the 5 full stars rating. Housekeeping was really “ninja”. Came back from a swim and was pleasantly welcomed with a neat and tidy room again! Breakfast buffet was splendid. Due to this Covid, it was served alacarte style; the presentation was similar to the ones we would usually have in cafe. Would definitely revisit for a staycay again!",Translate Review To English
wai hoong,Reviewed: 9 Mar 2021,4.05.0Great,,"Checked into the marvelous suite just past 12nn, the process was quick and managed to reserve slots for the pool and breakfast at the same time. Room is spacious, though the view can be better if not for the condo opposite the hotel which is kind of blocking the sea view. There are also obvious wear and tear of the furniture, which I feel the Housekeeping should have noticed and rectified. Had hi-tea at Woobar, Abi from Woobar was very helpful in reserving a slot for us on the same day even though we didn't book in advance. Her service was excellent and was always wearing a smile while serving us. I have to say that service wise, W is high on my list as compared to some other local hotels I hv stayed in.",Translate Review To English
Mellissa Istilam,Reviewed: 8 Mar 2021,4.05.0Great,,Have a great stay over at W Singapore. Check in and Check out was very smooth. Staff is friendly and helpful. The pool is amazing. The only downside was that the extra bed that I'd requested came in very late. Need to remind them again and it's only set up around 8pm++.,Translate Review To English
Jacky,Reviewed: 8 Mar 2021,5.05.0Superb,,"The marvelous suite was clean and beautiful, with a view overlooking the Marina. Staff were courteous and knowledgeable. We ordered in room dining from Skirt and the steaks were delicious. Early check in and late check out was another plus point",Translate Review To English
Nuno,Reviewed: 7 Mar 2021,5.05.0Superb,,"Great for families, the rooms are spacious L, staff is very attentive and the pool has enough space to stay comfortably with kids.",Translate Review To English
Kelvin,Reviewed: 6 Mar 2021,5.05.0Superb,,Everything is so great about this hotel. Room was great and cosy. The smell throughout the whole hotel including the room was nice. Staffs from ground and restaurants were friendly. Wide selections of items during breakfast and they are good. Only complaint is the rain shower kept dripped water when i was using the shower head. Overall great. I will be back.,Translate Review To English
Zi Yun,Reviewed: 3 Mar 2021,5.05.0Superb,,Nice and comfy room with a big pool. Will be happy to be back.,Translate Review To English
Alfred,Reviewed: 2 Mar 2021,5.05.0Superb,,"Wonderful experience with awesome yacht berth and sea view. Hotel's Service level 5 stars definitely. Pool, gym and spa activities Well organized and planned with little to no waiting and queuing despite complying to every detailed safety measures. Will not recommend anyone to stay because I'm too afraid it becomes too popular that it would run out of rooms during my next visit!??",Translate Review To English
Zhi De Edmund,Reviewed: 2 Mar 2021,4.05.0Great,,"Check in was fuss free but no over promise on early check in. When we were checking out the next day, saw quite a number of people checking in early. Good to try. Room amenities was ok but some fittings seem old and about to fall off. Good pool experience and it’s 24 hours. Bookings have to be made during the day. Food was ok and nice bar to chill",
XiuXiu Regina,Reviewed: 2 Mar 2021,5.05.0Superb,,"Great Room, love the location and surrounding. Very great service and attentive. They set up the room for our anniversary, knowing that we have kids it was very thoughtful that that they place toddler toiletries which i did not expect. On top of the great deal with Rediscovery deal, the food at The Kitchen Table was awesome. We love their Asian and western food, the breakfast spread ala carte buffet, small portion and we get to enjoy almost all the items. Love the folks at The Kitchen table for being so interactive with guests to make the whole conversation more homely than expected",
Amar Kumar,Reviewed: 1 Mar 2021,5.05.0Superb,,"Amazing experience! Good service and courteous staff. Picturesque views!!! Good breakfast options. Quayside, just a step away.",
Min Feng,Reviewed: 27 Feb 2021,5.05.0Superb,,excellent experience! will be back to enjoy more of their facilities!,Translate Review To English
Jun Long,Reviewed: 27 Feb 2021,5.05.0Superb,,Stayed at the Marcelous Suite for a night. Balcony has a really comfortable cabana and the sliding door is really sound proof too. Pool is fantastic as well.,Translate Review To English
Samuel,Reviewed: 25 Feb 2021,5.05.0Superb,,room category was the lowest tier one and had to pay to upgrade. no balcony but still acceptable,
Noor Shazwani,Reviewed: 25 Feb 2021,4.05.0Great,,"Had a fun staycay although the place right at the end of Sentosa. Overall had a pleasant stay. Celebrated our anniversary here, room was decorated nicely and cake was given. Thank you W for making our stay a pleasant one!",Translate Review To English
Huwaina,Reviewed: 22 Feb 2021,5.05.0Superb,,Spacious and clean room with great amenities within the hotel. Friendly staffs and quick check out provided.,Translate Review To English
Tay,Reviewed: 21 Feb 2021,5.05.0Superb,,"Very cozy room with different modes of lighting to choose from for the occassion, was offered a room with a nice view as well and truly enjoyed the stay at W Hotel Sentosa Cove.",Translate Review To English
Keong Keng,Reviewed: 21 Feb 2021,5.05.0Superb,,Check-in was seamless. Room is neat and clean. Truly enjoyed our staycation.,Translate Review To English
Pauline,Reviewed: 21 Feb 2021,4.05.0Great,,"Booked 2 nites, overall a very fabulous experience in a nice and quiet environment and would definitely book again for staycation. Free single exit parking coupon available at reception. Wet pool is opened 24/7, for now, need to reserve pool are at 2 hours block during check-in (or any other times) from 9am to 7pm. Other times are free to go as long as its within safe distancing. No towels available outside the booked hours as ""pool counter"" is closed. There's a Jason ""mini"" supermarket within 2mins walk at Quayside Isle for some snacks and drinks.",Translate Review To English
Pauline,Reviewed: 21 Feb 2021,4.05.0Great,,"The check-in process is very smooth and easy. Staffs were friendly from front office to housekeeping to Kitchen Table staffs. Room is spacious, comfy and clean. Booked the room with the $75 dining credit, however, this caused a big confusion during check-out as the front counter staff was unsure of process and the whole process took almost 45mins to complete. Kitchen table food is nice but on a salty and sweet side. Weirdly for the hotel standard, the female staffs all had their hair loosely untied and this is a first i see in a F&B environment. Carpark door is closed after 10pm and need to walk to car from hotel entrance to the carpark main entrance instead. Overall a very fabulous experience in a nice and quiet environment and would definitely book again for staycation.",Translate Review To English
Jian Ying,Reviewed: 21 Feb 2021,5.05.0Superb,,"Me and my husband enjoyed our 2 nights stay in W's Marvelous Suite. Checking in was fast. We were given a corner room on level 3. The room was really spacious and clean. The bed was comfy and big enough even for 4 pax ?? The hotel prepared some balloons and a really delicious chocolate cake delivered to our room with compliments to celebrate my Husband's birthday (Thank you!) Breakfast was good, service was fast and staffs were all friendly and attentive. Will definitely return to stay.",Translate Review To English
Ho,Reviewed: 20 Feb 2021,5.05.0Superb,,"Friendly staff i stay in the wonderful room package, bed was soft and comfortable, room is clean. Ample water, counted there was 6 bottles of water in the room and 2 in the bathroom. managed to check in at 2pm plus, at around 5pm, the hotel staff came and check if there is anything need to top up. love this gesture. Pool is big and warm and its 24hrs Gym was well equipped. with the $75 dining credits is well enough for dinner. breakfast has good choices. nice as well. enjoy this stay and my wife would want to come back. bed is very very nice.",Translate Review To English
BEE EING,Reviewed: 19 Feb 2021,3.05.0Good,,"Great ! Nice pool, TQ for preparing Cake & setting in our room for our Wedding Anniversary! It was a surprise !",Translate Review To English
Nivetha,Reviewed: 18 Feb 2021,5.05.0Superb,,"The room was quite spacious and we loved the view from the room. Staff were very nice, polite and our stay at W Singapore was so pleasant and smooth. Highly recommended and will definitely book a staycation again here!!",Translate Review To English
Wei Kian,Reviewed: 18 Feb 2021,5.05.0Superb,,Enjoyed the stay. Rooms were clean. Kitchen table restaurant serve nice food.,Translate Review To English
Chong Yang,Reviewed: 17 Feb 2021,5.05.0Superb,,"Fantastic stay - staffs were very polite, attentive and helpful. Good breakfast and dinner at the Kitchen Table. Will definitely stay here again next time.",Translate Review To English
Rebecca,Reviewed: 17 Feb 2021,5.05.0Superb,,"A fantastic staycation. Clean hotel, pleasant staff and a good breakfast.",
hsing chi,Reviewed: 13 Feb 2021,5.05.0Superb,,"Good experience, room was great big swimming pool, free parking",Translate Review To English
Siak Hwang,Reviewed: 12 Feb 2021,5.05.0Superb,,I had a room with twin beds. The room is big enough to accommodate 4 adults. The swimming pool is awesome and the gym is fantastic! My family and i totally enjoyed ourselves for our 1 day staycation. We got to use the swimming pool twice during our stay!,Translate Review To English
yiqian,Reviewed: 12 Feb 2021,5.05.0Superb,,The room was splendid. We had an enjoyable stay. Service staffs were friendly very welcoming. Defo another visit,
