DELIMITER SEPARATION,web-scraper-order,web-scraper-start-url,user,date,rating,review
100,1650540346-100,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Kalam,4-Apr-21,5.8,"Lampu kamar tidak berfungsi. Butuh teknisi 20 menit untuk pergi ke kamar kami untuk memperbaiki masalah. Meskipun kamarnya luas, itu sudah tua dan usang. Membutuhkan peningkatan untuk membuatnya bernilai uang. Air minum yang disediakan tidak memadai. Sarapan sangat buruk, dengan pilihan yang sangat terbatas. Pahami covid-nya, tetapi pengaturan check-in jam 3 sore dan check out jam 11 pagi itu ekstrim. Tidak sebanding dengan uang yang dibayarkan untuk staycation."
101,1650540346-101,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Serena H.,4-Apr-21,9.4,Kamarnya bagus! check-in menunggu lama
102,1650540346-102,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Wee L. P. D.,2-Apr-21,8.5,Berhasil menemukan waktu untuk berdiri diam.
103,1650540346-103,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Illi A. B. H.,1-Apr-21,9.4,"Keluarga saya sangat menyukai hotel ini. Sangat tenang dan damai. Resor ini terasa sangat jauh dari Singapura, saya membayangkan saya berada di beberapa Resor Pulau di negara lain. Kolam renangnya banyak nyamuk, tapi itu tidak mengherankan karena banyak pohon di pulau itu. Kamar dan toiletnya besar dan luas. Tempat yang bagus untuk anak-anak."
104,1650540346-104,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Elisha N.,1-Apr-21,9.7,"Kami memiliki pengalaman menginap yang luar biasa ruangan itu besar, ruang yang sangat bagus dan akan tinggal di sini lagi!"
105,1650540346-105,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Muhammad S. B. M. A.,31-Mar-21,9.1,"Ini adalah ketiga kalinya saya tinggal di sana, akan selalu kelas atas. Tapi kali ini kamarku belum siap. Saya ada di sana jam 3 sore seperti yang dinyatakan untuk check in jam 3 sore. Tapi harus menunggu sampai jam 5 sore agar kamar saya siap. Tapi hotel memperpanjang waktu check out saya. Terima kasih banyak. Akan selalu kembali."
106,1650540346-106,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Goh Y. l.,28-Mar-21,5.8,Cons: 1) check-in membutuhkan waktu lebih dari satu jam dan staf sangat menyesal. 2) konyol perlu membawa Ic ke kolam renang ketika tidak ada loker di samping sisi kolam. 3) Ada kerikil tajam saat memasuki kolam 4) sarapan tidak di hotel tetapi di Hotel Micheal. Ada shuttle bus ke hotel Michael. Sarapan makanan standar biasa-biasa saja. Kelebihan: 1) kolam renang yang bagus dan besar 2) supir bus antar-jemput adalah yang paling ramah di antara semua staf e Equarius
107,1650540346-107,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Fatin M.,26-Mar-21,9.7,"Hotel ini sangat bagus untuk menginap untuk gerbang keluarga, kamar deluxe sangat besar, toilet dan bak mandi juga luar biasa besar! Saya suka bagaimana toilet dan shower dipisahkan. Dari segi jarak, Anda perlu naik kereta dari luar Hotel Michael untuk sampai ke hotel. Staf sangat membantu dan ramah! Meskipun waktu tunggu untuk check-in agak lama, mereka memastikan kami berada di tempat menunggu yang nyaman, tidak ada kepadatan saat check-in."
108,1650540346-108,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Nur R. B. A. K.,22-Mar-21,6,"Staf yang luar biasa jujur. selalu sangat ramah dan profesional. mereka telah membuat pengalaman itu sangat menyenangkan bagi kami jika bukan karena hal-hal lain: Saya hanya tidak berharap beberapa hal seperti parkir gratis tetapi hanya untuk 1 pintu keluar. Kami memesan 3 kamar, 1 untuk diri kami sendiri dan 2 untuk orang tua dan mertua kami (mereka berusia 70-80 tahun). Kami mengendarai 2 mobil dan karena lokasinya cukup jauh ke pantai, dan orang tua kami tidak bisa berjalan banyak, kami keluar masuk tempat parkir. semua di dalam Sentosa, hanya saja begitu Anda keluar dari tempat parkir mobil, Anda harus membayar parkir. wanita itu cukup baik untuk memberi kami 1 tiket tambahan. Tapi karena kami keluar masuk beberapa kali, kami masih harus membayar parkir. parkir di rws tidak murah. hal lainnya adalah bahwa setiap kali Anda keluar dari ruangan untuk pergi ke resepsi atau kolam renang, Anda harus mencari IC Anda ketika Anda kembali masuk - untuk setiap orang. Saya mengerti bahwa ini adalah persyaratan. tapi pasti ada cara untuk membuatnya lebih efisien. Saya memiliki 6 kantong makanan di tangan saya ketika saya sendirian, saya harus berjuang untuk mengeluarkan IC saya. jika kami lupa sesuatu di dalam mobil bahkan tidak 5 menit setelah masuk ke pintu masuk kamar, kami masih harus menunjukkan IC kami. Saya pergi untuk menginap di hotel lain tetapi tidak seperti ini. ini sampai-sampai mengganggu. pasti ada cara untuk memperbaiki periksa IC ini hanya di pintu masuk hotel dan hanya itu. sarapan - Saya tidak tahu bahwa sarapan tidak ada dalam Aquarius. kami harus naik shuttle bus untuk sarapan. tidak jauh tetapi sekali lagi, jika Anda memiliki orang tua dengan Anda, itu sangat tidak nyaman. mendapatkan tempat berenang juga sangat tidak mungkin. pada hari pemeriksaan tidak ada slot. anak-anak kami kesal karena mereka sangat ingin berenang. tapi tahukah Anda .. kami memutuskan untuk mencoba keberuntungan kami 1,5 jam sebelum kami check out dan pergi ke depan untuk walk-in. kolam itu tidak ramai. mungkin hanya 10 orang di sana. kami berhasil memeras hanya dalam 30 menit berenang, lebih baik daripada tidak sama sekali. kolam itu indah dan kami bisa menghabiskan lebih banyak waktu di sana jika bukan karena pemesanan penuh. tentu saja, mungkin ada beberapa orang yang tidak pengertian yang memesan tetapi tidak muncul. mungkin daftar tunggu akan bagus. hotel lain tempat kami menginap, menelepon kami ketika mereka yang memesan tidak muncul."
109,1650540346-109,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Angela T.,18-Mar-21,9.7,"Semua aspek dari kunjungan ini sangat mengagumkan. Meskipun berada dalam situasi COVID, mereka memberikan pemeriksaan keamanan tanpa mengorbankan standar layanan. Jadi tidak seperti tinggal di MBS yang saya alami minggu lalu yang menghebohkan karena kami diperlakukan seperti penjahat. Equarius yang bagus. Saya pasti akan datang lagi!"
110,1650540346-110,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Chan M. J.,14-Mar-21,8.8,Kamarnya luas dan kami dapat melihat kereta gantung dengan sangat jelas. Pasti akan berkunjung lagi.
111,1650540346-111,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Norzubaidah,14-Mar-21,6.2,"- Sarapan tidak ada di hotel itu sendiri. Perlu melakukan perjalanan ke Hotel Michael melalui layanan antar-jemput. Sangat merepotkan karena waktu hanya sampai 1030 pagi. Informasi ini tidak tersedia di situs web / kupon. - Parkir diberikan per malam hanya tidak seperti hotel lain yang pernah saya tinggali sebelumnya. Oleh karena itu, saat check-in, Anda tidak dapat bepergian kecuali Anda tidak keberatan membayar biaya parkir mobil yang bisa mahal. - Tidak ada makan di kamar atau restoran di hotel itu sendiri. Makanan untuk dipesan adalah dari jalan Malaysia yang terbatas & tidak semuanya halal. Akhirnya membeli melalui Foodpanda. - Waktu check out tepat pukul 11 pagi. Tidak ada ekstensi yang diberikan. - Kebersihan adalah 3/5. Kamar masih bau dan balkon kotor. Misalnya. memiliki kotoran pengantin dan abu cigg di sekitar. - Jangan mengharapkan makanan ringan gratis / untuk membeli makanan ringan dari bar. Tidak ada apa-apa kecuali 2 karton kecil air. Yang terbaik adalah membawa makanan / snack sendiri! Umpan Balik Positif: Terencana dengan baik pada saat check-in karena lancar. Pelayanan yang baik oleh Staf Hotel."
112,1650540346-112,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Jean L. K. J. Y.,8-Mar-21,9.1,"Saya suka kamarnya. Perhatikan waktu check out adalah 11, bukan 12. Kamar mandi sangat luas dan balkonnya lucu. Kamarnya bersih. Terutama menyukai kamar mandi luas yang memiliki pintu shower dan pintu toilet + tempat duduk untuk merias wajah. 2 tenggelam juga. Dan bak mandi. Ughhh kami menyukainya. Calon pengantin wanita sangat memperhatikan kebersihan dan ini lulus ujiannya dan kami bersenang-senang di sini dan sangat sulit untuk pergi."
113,1650540346-113,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Rhowena C. S. T.,7-Mar-21,9.7,"Memiliki staycation terbaik yang pernah ada! Layanan para staf membuat kami merasa sangat diterima. Ruangan itu sangat besar, bagus dan nyaman! Dapat mendengar suara alam. Sangat santai. Kami ingin mengambil beberapa foto di kamar karena itu kami meminta dekorasi sederhana. Kami membagikan foto-foto kamar di media sosial kami dan teman-teman kami menanyakannya. Terima kasih telah merawat preggie dengan baik!"
114,1650540346-114,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Shaakirah R.,4-Mar-21,9.7,"Saya memiliki pengalaman yang luar biasa di sini. Pelarian yang indah dari kenyataan. Layanan pelanggan, lokasi hotel, dan kebersihan sangat bagus! Layanan antar-jemput ke hotel datang setiap beberapa menit yang sangat nyaman. Kamar memiliki pemandangan pohon yang indah dan bantal yang sangat nyaman tidak seperti di hotel lain. Saya juga bersenang-senang di kolam renang. Ini adalah kedua kalinya saya di sini dan ini pasti bukan yang terakhir."
115,1650540346-115,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Lucas L. J. H.,2-Mar-21,9.1,"Staf yang luar biasa, kamar & kamar mandi besar! Kondisi udara tenang dan dingin. Mencintai bus antar-jemput untuk kenyamanan kami karena hotel ini agak jauh dari restoran. Secara keseluruhan akan senang untuk kembali dan menginap. Satu-satunya downside adalah tidak ada layanan kamar, harus memesan makanan dari tempat lain."
116,1650540346-116,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Guest-fziu2o,25-Feb-21,9.4,"Layanan luar biasa oleh staf hotel, Pak Simran, dia sangat ramah & check-in sangat cepat dan efisien. Dia menunjukkan kepedulian yang tulus & pribadi untuk memastikan kami memiliki masa tinggal yang menyenangkan di Equarius Hotel. Kerja bagus, Tuan Simran!"
117,1650540346-117,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Yusmaini,21-Feb-21,9.1,"Saya ingin mengucapkan terima kasih kepada Gregory atas layanan fantastis yang diberikan, dan mengakomodasi permintaan kami dengan pemandangan kamar yang fantastis, dan ukuran ruangannya luar biasa. Itu menyenangkan dan santai bagi saya dan keluarga saya. Ini memiliki kolam yang sangat bagus. Dan ya kami akan kembali. Terima kasih lagi."
118,1650540346-118,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Chay X.,14-Feb-21,9.4,Kamar deluxe itu sangat luas termasuk kamar kecil dan balkon. Suka pancuran hujan dan bak mandi. Kamar dan seprai bersih. Pasti akan kembali untuk staycation.
119,1650540346-119,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Peh X. Y.,26-Jan-21,9.7,"Pengalaman menginap yang menyenangkan dengan pemandangan yang menakjubkan di hotel ~ Saya sangat menyukai fasilitas dan toiletnya, terutama, ini sangat besar dan ada TV! Tempat tidur juga sangat nyaman dan bersih secara keseluruhan. Sarapan juga sangat nikmat"
120,1650540346-120,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Mohamed D.,31-Dec-20,6.2,"Slot check-in diamankan lebih awal tetapi akhirnya kami harus menunggu hampir satu setengah jam tambahan sebelum check-in. Staf hampir tidak mengerti dan terus bersikeras bahwa kamar tidak siap. Dalam perjalanan ke kamar, 2 orang hotel menerobos masuk lift, mencegah kami keluar dari lift. Salah satu stafnya adalah Darren. Kamar yang cukup layak untuk harga. Hal terakhir adalah kami harus melakukan perjalanan ke hotel lain untuk sarapan, yang merepotkan dan konyol."
121,1650540346-121,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Serena L.,6-Nov-20,9.7,Kamar dan toilet yang luas! Pemandangan luar biasa dari balkon dan mereka menawarkan kolam yang bagus juga!
122,1650540346-122,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Antonia F.,30-Dec-19,9.7,"Kamarnya sangat luas, terutama dengan standar Singapura! Kami mendapat kamar terhubung dengan tempat tidur King di lantai 4 dan nyaman untuk 4 orang dewasa dan 3 anak-anak dengan banyak ruang kosong. Tempat tidur super nyaman, fasilitas mandi indah, kamar mandi bekerja dengan baik, semuanya bersih, pasti, tidak ada yang mengeluh tentang! Saya terutama suka bagaimana hotel tidak menyediakan air minum dalam botol plastik. Mereka menyediakan kendi air isi ulang sebagai gantinya, yang bisa kita isi dengan es / air dingin dengan mudah di mesin es / air terdekat di ujung aula. Berkeliling sangat mudah dengan bus antar-jemput gratis dan sering yang membawa kami ke hotel terdekat dan forum - di mana kami dapat menemukan banyak pilihan tempat makan dan berbelanja (termasuk kasino dan pintu masuk ke Universal Studio Singapura) Hotel ini juga memberi kami gratis tiket monorel berlaku selama 3 hari - sehingga kita dapat dengan mudah bolak-balik ke vivo city mall untuk melakukan lebih banyak belanja dan menemukan lebih banyak pilihan bersantap."
123,1650540346-123,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,efendy l.,27-Dec-19,9.7,Hotel ini Terletak di sudut dunia resor sentosa. Sarapannya enak. dan kita bisa mendapatkan bus antar-jemput untuk pergi ke Universal Studio dan objek wisata lainnya. Saya ingin menginap di hotel ini ketika saya pergi ke pulau sentosa.
124,1650540346-124,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Wipawee B.,26-Dec-19,8.8,Hotel yang sangat bagus. Kamar besar dan pelayanan bagus. Perlu perbaikan tentang sarapan.
125,1650540346-125,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,efendy l.,19-Dec-19,9.7,"Tempat yang bagus, layanan hebat. Saya pasti akan kembali"
126,1650540346-126,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Navin H. G. A. H.,24-Nov-19,9.7,Kamar yang sangat luar biasa! Sangat nyaman. Staf sangat ramah dan membantu. Sarapan memiliki banyak variasi dan enak.
127,1650540346-127,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Nalada T.,5-Nov-19,9.7,"Sangat bagus, kamar besar, kamar mandi bagus, bersih"
128,1650540346-128,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Nhat D. T.,27-Jul-19,6.3,Sarapan resepsionis tidak baik. Sikap yang mengerikan!
129,1650540346-129,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Agus L. L.,8-Jul-19,9.4,Kamar dan fasilitas hotel sangat baik. Tetapi beberapa staf hotel agak kasar untuk hotel bintang 5. Dan saya tahu mereka bias terhadap tamu tertentu. Saya harap mereka bisa melakukan yang lebih baik.
131,1650540346-131,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Heru A. K.,18-May-19,9.4,"Kamar luas, bersih, nyaman. Lokasi tidak terlalu jauh dari kawasan hiburan dan perbelanjaan, jarak berjalan kaki. Sambutan yang sangat hangat dan layanan oleh para staf."
132,1650540346-132,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Quang V. T.,9-Oct-18,10,"Hotel besar, kamar besar, super bersih, layanan hebat. Semuanya sempurna."
133,1650540346-133,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Vonny A. S. I.,29-Jun-18,9.1,"Itu adalah pengalaman yang sangat luar biasa dan liburan yang indah bagi saya dan keluarga saya. Kami bepergian dengan 3 anak-anak dan anak-anak mencintai ruangan. Sangat aman, nyaman, dan ramah anak. Mereka memiliki bus shuttle. Sangat direkomendasikan untuk turis yang bepergian dengan anak-anak."
134,1650540346-134,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Jon J.,16-May-18,10,"hotel terbaik di sentosa .... kamar, staf, layanan itu sempurna."
135,1650540346-135,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Mans Z.,24-Oct-17,9.1,Ruangan itu besar. Layanan antar-jemput adalah plus besar.
136,1650540346-136,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Joel C.,11-Sep-17,9.7,Kami bersenang-senang di Equarius Hotel.
137,1650540346-137,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,irvan n.,30-Mar-17,9.4,hotel besar dan layanan besar
138,1650540346-138,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Angli K.,5-Jan-17,9.4,"Bersih, nyaman, tapi cek di sangat terlambat ..."
139,1650540346-139,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Jose,19-Dec-16,9.2,"bersih, kenyamanan kamar dan pelayanan yang baik"
140,1650540346-140,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Aragani A.,7-Dec-16,9.7,Best..probably yang terbaik di wilayah RWS
141,1650540346-141,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Katherin J.,29-Nov-16,9.4,Saya tinggal di Equarius itu begitu besar ... aku punya kamar mewah karena mereka upgrade bagi saya ... dan sarapan juga baik ... kebanyakan dari semua aku punya pengalaman yang sangat baik segera saya akan kembali ke sana ...
142,1650540346-142,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Varuntita S.,20-Oct-16,10,Tenang tenang layanan terbaik dan tidak jauh dari Universal
143,1650540346-143,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,yanthi k. p.,27-May-16,7,"Secara keseluruhan hotel ini nyaman untuk yang ingin mendapatkan liburan yang sederhana, dekat dari kami, waterpark adalah di bagian belakang dari hotel yang sangat nyaman"
144,1650540346-144,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Eko S.,16-May-16,10,Besar hotel untuk keluarga dan kesenangan.
145,1650540346-145,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Guest-17aome,1-Jan-16,8.5,Hotel sangat strategis. Sarapan yang baik dan bersih! Luv itu!
146,1650540346-146,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Hasan,13-Jun-15,9.4,Hotel yang sangat bagus &amp; kenyamanan dalam sentosa
147,1650540346-147,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Yeow H. Y. F.,10-Jan-22,9.1,"Had a fantastic stay with my family, and would definitely consider coming back again. Check-in was relatively simple, even at the self-check in machine, with the help of the staff, and the rooms are spacious and bright. Had indicated previously our preference for a high level, forest-facing room which the hotel easily accommodated, and we had a fantastic view of the cable cars amidst the rainforest. And the toilet is an experience in itself, with a great big bathtub and rain shower. Swimming pool had to be booked but was lovely and unique with resort feels as well. There's also a free shuttle bus which which brings you to the main RWS area and back, and is available till nighttime. Check out was even faster and just required returning the key cards. Do remember to approach the counter staff to get the complimentary parking coupon though. Cheers to all the staff who are always helpful, and who made our staycay even with older parents easy and pleasant."
149,1650540346-149,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---equarius-hotel-1000000502230?spec=22-04-2022.23-04-2022.1.1.HOTEL.1000000502230.Resorts%20World%20Sentosa%20-%20Equarius%20Hotel.2,Christaline S.,25-Dec-21,5.8,"1. Self-service check-in is not at all user-friendly, even their staff started arguing among themselves while trying to assist.  2. Booking of check-in time and pool prior to checking in to the hotel could be easily missed/ overlooked. By the time when I heard from a friend who has recently stayed at the same hotel, that I need to pre-book the use of the pool before checking-in, the only available timeslot was at 11am the following day and check out time was 11am. Most hotels are granting late check out at 3 pm onward for staycation.  3. We were so looking forward to the hotel breakfast and we got the worst shock of our life when we saw the breakfast menu. If the hotel cannot serve a buffet breakfast, they should at least serve a decent a la carte buffet breakfast. The Chinese set breakfast was a disgrace. Bland white porridge with a few pcs of cuttlefish, 2 pcs of shrimps, and crabsticks for hotel standard seafood porridge. We had staycation experience in other hotels and so far, this is our worst experience. Glad that we only stayed one night. For more than $600 per room per night for this kind of experience really sucks!"
