web-scraper-order,web-scraper-start-url,user,date,rating,review
1650535777-764,https://www.traveloka.com/id-id/hotel/singapore/shangri-la-rasa-sentosa-singapore-10619?spec=22-04-2022.23-04-2022.1.1.HOTEL.10619.Shangri-La%20Rasa%20Sentosa%2C%20Singapore.2,LOH W. C.,18-May-21,8.8,"Went for a staycation with my hubby for our wedding anniversary and booked a sea view room. Nice gesture from hotel to send us a card and chocolate cake for celebration. Has a good range of activities at Siloso beach but need to book in advance. Except for no dining at restaurant due to the heightened safety measures, the stay was relaxing and comfortable"
1650535777-769,https://www.traveloka.com/id-id/hotel/singapore/shangri-la-rasa-sentosa-singapore-10619?spec=22-04-2022.23-04-2022.1.1.HOTEL.10619.Shangri-La%20Rasa%20Sentosa%2C%20Singapore.2,Wayne Q.,13-May-21,9.7,excellent experience. highly recommended. best breakfast
1650535777-770,https://www.traveloka.com/id-id/hotel/singapore/shangri-la-rasa-sentosa-singapore-10619?spec=22-04-2022.23-04-2022.1.1.HOTEL.10619.Shangri-La%20Rasa%20Sentosa%2C%20Singapore.2,Junnie T.,13-May-21,8.5,Overall great stay for family!
1650535777-771,https://www.traveloka.com/id-id/hotel/singapore/shangri-la-rasa-sentosa-singapore-10619?spec=22-04-2022.23-04-2022.1.1.HOTEL.10619.Shangri-La%20Rasa%20Sentosa%2C%20Singapore.2,Chan M. P.,11-May-21,9.7,Check-in was smooth flow and go upgrade from deluxe sea view to panoramic sea view (top floor). Lovely stay. Thank you.
,,Trishia,14-Apr-21,9.7,The resort was exceptional! Loved the private beach access and free sports activities rental. The service centre was also very accommodating and prompt to all my requests. Felt so relaxed I didn't want to head home! Will be back definitely :)
,,Andrea Y.,16-Apr-21,8.4,"Rooms are nice.. but service wasn’t prompt enough. We had 2 adults and 2 kids but only 3 towels provided, had to call the front desk twice to request for it.. once when we checked in and another time after our dinner at 9pm"
,,Jasmine l.,17-Apr-21,10,A good short getaway for family with young children. Resort provides plenty of activities to expend the energy of the young ones in the family. Most suitable for young children age 3 and above. Will definitely return for another staycation.
,,Chan M. L. V.,23-Apr-21,9.7,My family and I had a pleasant and comfortable stay with Shangri-La. Check-in and check-out was smooth and easy. The safe management measures in the resort were good and made everyone enjoy their activities in a safe manner. I personally enjoyed the rustic and old-school kind of the resort - not too modernised - which made me feel at home.
,,Ray T.,25-Apr-21,10,Great place for relaxing. Staffs are professional and friendly. Excellent service from all of them.
,,Ang L. C.,27-Apr-21,8.5,Room clean spacious comfort love the seaside view room 👍and thank you hotel for the Birthday cake 🥰 . Surely will stay again soon
,,Seah P. S.,28-Apr-21,9.4,It was awesome! The staff are so friendly and there's plenty of activities to do in the resort. Just remember to book the time slot for the beach and pool in advance.
,,Soh S. H. S.,29-Apr-21,9.7,Great for Staycay with friends and families with kids. Customer service was good and clean rooms and amenities. Great location with other attractions in sentosa easily accessible from the nearby shuttles/tram services. Pillows were too soft
,,Wilma W.,30-Apr-21,9.4,Service and amenities are awesome! My child enjoyed the staycation to the max!
,,HUANG J. J.,1-May-21,9.1,Lovely stay with the kids and folks :) Pool was well maintained and very clean
,,Jennifer G.,4-May-21,9.1,"Room is spacious, clean and comfy. All staff were friendly and helpful. I am impressed with amenities booking system, easy to use and definitely helped in control no. of persons at the swimming pool and beach. Absolutely touched by the staff warm gesture in wishing me verbally as well as the little surprise in the room although my birthday was the day before I checked-in. Definitely will consider Rasa Sentosa again if I'm going to have another staycation in Sentosa as it's easily accessible with bus/shuttle service and good food by the beach."
,,Ho Hao J. J.,8-May-21,8.8,Awesome staycation with a 5 years old child. it’s really a kids hotel. There is so much activities for the children! Especially the pool! And crowd control was great .. nice foods as well. Checking in was fast too. No regrets choosing the stay with Rasa
,,Kim G.,10-May-21,9.4,Beautiful hotel! Staff were very approachable and helpful. Breakfast were delicious! Thank you for the surprise birthday cake.
