order,web-scraper-order,web-scraper-start-url,pagination,user,date,review
130,1650604794-130,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Koh F. P.,15-May-21,checked in on wife birthday. room was decorated as per requested.
131,1650604794-131,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Cher K. P.,14-May-21,The room is very spacious and friendly staff. Enjoyable stay in the hotel.
132,1650604794-132,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Loh L. C.,11-May-21,"I was initially worried with the waiting time to check in after reading the reviews and reached an hour earlier to get a queue number. Imagine my shock when I saw there were at least 30 other people in front of me checking in on a Monday afternoon. I was mulling over what to do and I found out there were two self check-in stations at the waiting area, which was strangely under-utilised. There was a staff member helping out at the stations but the self check-in was pretty much a breeze when you have your identification with you. I am not sure why no one was using them. I got my card keys from the system and was able to check in within 15 mins. The room was bigger than the pictures. I was pleasantly surprised. Room was very clean and well-kept except I think the shower curtain should be changed as it looked a little mouldy. My room package comes with dinner and breakfast at Fratelli and the food was delicious. The four course dinner for two was absolutely worth it. It did not come with drinks but the prices of the drinks were reasonable. Service at the Fratelli was also good. They were attentive and quick at clearing tables and serving food."
133,1650604794-133,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,LEE K. N. M.,10-May-21,"Check-in as usual comment takes around 45mins. Room was great, my kid love it a lot. Only inconvenient is the carpark, have to wait a long distance unless valet will be more convenient. Will visit again for our stay caution."
134,1650604794-134,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Ong,9-May-21,Our family enjoyed our stay cation there. Breakfast is good and we choose main as western. Staff are friendly and accommodating. Just the pillows quite soft. Overall good experience and recommended.
135,1650604794-135,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,LIM Y. F.,9-May-21,"The location of the hotel and the staff were very amazing. I had stayed in Hotel Michael twice and both times, the cleanliness of the rooms were very poor. There were hair all over the rooms and ants on the table."
136,1650604794-136,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Yuxuan,8-May-21,"Awesome stay. Attentive front desk staff! Room is modern, clean and spacious"
137,1650604794-137,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,aBs a.,8-May-21,We had a wonderful stay at Hotel Michael. The staff at the reception and Fratelli Restaurant were very accommodating to our requests and inquiries. Our room is very clean. Michael Hotel is very convenient to find and getting around RWS and Sentosa was very easy.
138,1650604794-138,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Lim B. L.,8-May-21,"Good customer service and follow up on the mistake done by app, that indicated that there's a bathtub when no bathtub was there upon check in. Clean and sanitised room."
139,1650604794-139,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,R,7-May-21,"Very convenient location, right in heart of RWS."
140,1650604794-140,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Erilea A.,7-May-21,Love the customer service and the location of the hotel! So convenient to Sea Aquarium and USS. Booked at a great price as well! Definitely worth the price 👍🏻
141,1650604794-141,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Ng Hai Y.,5-May-21,"We checked in on a Sunday, during a non school holiday period but still waited one hour to check in. Not good. Big room and clean. Toiletries provided not so good quality. Should have provided better for a 5-star hotel. And security was a bit over done. Every time enter lift at lobby must take out NRIC and must wait for the guard to check and wasted much time. Sometime system slow or having problem and we were made to wait even longer cos said person not found and have to double check again. Hotel should improve on this."
142,1650604794-142,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Chong T. M. J.,4-May-21,Check in process is smooth and quick. Security check at lift area. Hopefully could open to a few visitors in the future. Good and spacious room
143,1650604794-143,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Ah Jaz,3-May-21,"The check in was pretty quick when I came around evening. However, they gave me a twin bed for me, I requested for a king bed and they helped with the change. Simple getaway."
144,1650604794-144,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Gong W. L.,2-May-21,"Went there for Staycation with family. It is a good location. Check-in took quite long, I think Hotel can improve on this. Room is quite big and clean. However, air-con was noisy and wifi was very weak (can only get connection if I stand at the door!). Had breakfast at Hotel, it wasn't buffet but decent. Compliment carpark provided. Overall, it was an enjoyable stay."
145,1650604794-145,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Liaw W. S.,30-Apr-21,"1. No SMM pack available to be given 2. TV Program wasn’t working and even after the technician came, the system hang once he left. Since we didn't watch we didn’t bother to follow up."
146,1650604794-146,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Shaifullah B. S.,30-Apr-21,"It was alright. Unless if it's cheap, I don't think I would book again because the hotel doesn't scream 5 stars."
147,1650604794-147,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Clement W. Y. K.,26-Apr-21,"Our 3 families enjoyed very much the weekend stay with the Hotel Michel which is up to our expectation. The 3 rooms are spacious, comfortable with the high-quality linens. We all thank the Housekeeping Team's hard works who have been working very hard to keep the cleanliness of the rooms under so much pressures."
148,1650604794-148,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,LIM M. L. S.,25-Apr-21,The check-in process was slow. Expect to wait 15 min for the customer service get everything done. The system needs desperate improvement.
149,1650604794-149,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Jia L. K.,20-Apr-21,Hotel staff was nice and friendly. Smooth transactions in checking and changing of room due to noisy ventilation duct. Awesome experience!
150,1650604794-150,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Petrina S.,20-Apr-21,"Check-in was slow. allocated time to check in but upon reaching counter, room not ready. Amenities such as shampoo and shower gel was not in a personal bottle, but a shared bottle. Not sure if its hygienic. toilet had a drainage smell. not much of a view even on a high floor. convenient to get to attractions as us. breakfast was quite bad. overall, an average stay."
151,1650604794-151,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Choo Y. L.,19-Apr-21,Great deal with free USS tickets. Room is spacious. The 2 single beds are actually double-bed size.
152,1650604794-152,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Naygi,19-Apr-21,"Adequate safe distancing measures put in place. But refular surrounding F&b outlets sell food at higher cost probably because of high rentals. If rentals can be kept reasonable, the savings should be transferred to consumers to boost up sales. Get the impression that the outlets out to make up for lost revenue by charging high prices"
153,1650604794-153,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Tan H. C.,17-Apr-21,"The room is slightly larger than same category in other hotels. Service was ok. However the air con was quite loud. Wifi coverage in room was very poor. As I took a connecting room, it would be too much a hassle to change room. Still the hotel is a great place to stay."
154,1650604794-154,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Koh B. C.,17-Apr-21,"The room given was dirty with sand in sink. Plus toilet top cover was stained. However the manager recovery was swift and a room change was immediate and swift . Following up was good , hits the house keeping need to improve alot"
155,1650604794-155,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Shiw P. Y.,16-Apr-21,Overall experience was good even though there were some hiccup during check in at the electronic booth. The face recognition was not working well but we were glad that there was someone assisting. It will be great if there are signages with check in instructions for a smoother check in. The staff are welcoming and friendly. The room is clean and well-maintained too! Just a pity that the island under a major revamp but accessibility to attractions are not affected. Will visit again when revamping is completed :) Maria
156,1650604794-156,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Amelia M.,15-Apr-21,"We booked a twin bedded room for a night for both my husband and baby girl, and as we were about to head for key collection - our 1 year baby girl tripped and fell straight to the legs of the coffee table and hurt her head pretty badly. The lady who is tending the self help machine saw and offered to collect our key as we catered to our baby girl and to our dismay, we were upgraded to a suite! Another staff rushed over and provided ice and 2 gifts to calm my baby down. These are exceptional acts that both my husband and I would like to applaud and thank you for making the entire stay amazing (despite the unfortunate fall). Sorry I didn’t get the names of the staffs that went over and beyond but we are eternally grateful for your service. Kudos!"
157,1650604794-157,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Jaya S.,13-Apr-21,The staff and service was excellent. But the room was kinda run down. The shower curtains were moldy. The walls were stained. Didn't expect it to be of such low standards.
158,1650604794-158,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Loh C. C.,12-Apr-21,Nice hotel with good breakfast. Location is good👍🏻
159,1650604794-159,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Gerald K.,9-Apr-21,"Nice and convenient place to stay in Sentosa. A short ride to Vivo City to shop, and a short ride in the other direction to go to the beach."
160,1650604794-160,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Lee L. Y. C.,5-Apr-21,"Room was clean, well maintained and spacious. Check in on a Wed was a breeze."
161,1650604794-161,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Ong Y. S. G.,5-Apr-21,"The Q to check in was crazy. No proper instructions given on check in. Waited 45mins for self check in. Another hour to wait for the room to be ready. Another 30mins to q to self collection of room keys. Safe distancing is an issue, kids running around is another issue. Booked for a large bed became 2 twins bed. Just be prepared to wait for at least 2-3hrs at the lobby to get into your room."
162,1650604794-162,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Ho Bee L.,5-Apr-21,"The check in time waiting time was 1 hour even though we had a pre-book timing. We stay for 3D2N but due to the inflexibility, we were not unable to book for a 2 swim slot per day for our stay. The system only allow 1 swim slot even though our booking states is for 3D2N. We email them to enquire if we can book in advance as we knew that the swim slot will be fully booked if we wait till our 1st swim is over. They did not allow and insisted that we press '0' after we are done to book for the next slot. As expected, the swim slot for the next day were full."
163,1650604794-163,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Mohammed A.,4-Apr-21,"The waiting time to check in is horrible.. we have to wait almost 2hrs. that is after I went to 3 counter to ask for my room and the last hotel staff who serve us give us the room and told us he upgrade our room so that my son can have his rest. that was nice of him. overall the hotel is awesome. nice and clean.. very very clean. other then the wait which I think is mainly cause by the extra cleaning due to covid19, I would like to recommend to stay here.. very cozy.. will be staying again soon"
164,1650604794-164,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Tan K. P.,3-Apr-21,Fast check in and friendly staff. Nice and clean room.
165,1650604794-165,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Fatimah B. Y.,3-Apr-21,"Upgraded my 2 rooms to a 2 bedroom suite at SGD300++ Room was impressive at first as it was large and pretty well lit. The bed was huge and comfortable. However, after taking a closer look, the housekeeping could have done a better job. There was no towel in the second bathroom. The bidet in the mastered room was not working and we had to call the technician. The small pillow/bolster has stains on it. Very stingy in terms of amenities...only 1 small bottle of body wash, 1 shampoo and 1 conditioner for sharing."
166,1650604794-166,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Ong E. C.,1-Apr-21,"The room was exceptionally clean, sheets & pillows smelled fresh & the bed was very comfortable! Breakfast was well-served & we must say the staff were very attentive to our needs - fast & efficient. Thumb up, Hotel Michael!"
167,1650604794-167,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Don,31-Mar-21,"Good, the Covid-19 check point provided but neccessary protection and tracing purposes and overall experience are great."
168,1650604794-168,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Lim A. S.,28-Mar-21,"Lousy service, it took more than 45 mins to complete check in even though I arrived way after 3pm. Everything doesn’t work, need to send technician to reboot system , as the TV remote is not responding, next the door lock and key doesn’t work , literally go up and down a few times to fix the issue."
169,1650604794-169,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Lawrence L.,28-Mar-21,The Hotel did not reply to my email sent more than one month before our check-in. No communications from the Hotel as to how to drive in and park. No confirmation that our request be granted or not. No early check-in and no late check-out. No contact numbers on their website. The screws on the door guard came loose. I had to screw it back in although not fully secured. Don't expect any good views from the hotel rooms. The power points in the room operates on a 230V supply voltage and 50Hz only. Slow to charge my devices.
170,1650604794-170,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Teo Z. L. i.,27-Mar-21,Clean and tidy room. check in hassle free with queue number and waiting area to wait for your turn to adhere to safe measures. feel safe with check in for all registered guest to the room too.
171,1650604794-171,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Toh S. L.,24-Mar-21,"Check-in was efficient with the self check-in machines and staff were quick to assist. It was an enjoyable and comfortable stay, and will definitely revisit!"
172,1650604794-172,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Li Meiyi,22-Mar-21,Check in process is smooth. Staffs are friendly. Room is clean and comfortable.
173,1650604794-173,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Lim Y. K.,21-Mar-21,"Check in experience was as good. The front desk employee allowed us to check in earlier than the usual check in time since the rooms are available. However, prior to entering the lift lobby, there was an identity check counter to ensure we were registered guest which I can totally understand the intend. However the various staffs carrier out this duty throughout our 2D1N stay were unfriendly, we felt like we in a military camp whereby we need to report all of our ID numbers to them and waiting for them to grant permission for us to get to our rooms (by waving their hands to signal us to enter). I am sure it could be done in a better way to make us feels more welcomed? Whilst social distancing needs to be observed, we were not informed in any occasion that there is a need to make reservation to use the pool. We had to take up the only time slot available on our check in day 7pm-8pm in order to use the pool (with 2 children). Hotel room decor definitely needs refurbished as those designs are so outdated and for the price we pay, it wasn’t worth it."
174,1650604794-174,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Loh C. C.,19-Mar-21,"Nice stay for my family of 4. The staff has decorated one of our rooms with birthday greeting and surprised us with the animals and cake made from towels. However, didn't get to visit their swimming pool as it was fully booked."
175,1650604794-175,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Jimmy O.,14-Mar-21,Doesn't seem to take in feedback at all.
176,1650604794-176,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Martinus M.,12-Mar-21,"Nice hotel, friendly staff. My family and I enjoy the staycation here. Thank you for the Surprise birthday present for my daughter."
178,1650604794-178,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Yap C. W.,1-Mar-21,"When I arrived at the Hotel Michael after 3 pm, I handed over my car to the courteous valet service. Then I was surprised by the crowd waiting to check-in. Each queue number took 5 min to clear. We waited till 6 pm to complete the entire id scanning and registration. During registration of my 2nd room, I was puzzled when the message from the registration machine at the waiting area said no room available. I was led to the counter to settle the issue. In the end, I was pleasantly surprised that one of my rooms was upgraded to a suite. The suite turned out to be very spacious, clean and with a great view on the 7th floor. It has a TV in front of the king size bed and another at the living room. The toilet was hugh and comes with a bath tub and showering area. Only downside is that it is a smoking floor and so the smell was not pleasant. However we opened up both windows to let fresh air in through the 2 balconies and after a while the air cleared up. The other room was a standard double bed room on the 8th floor just above the swimming pool. It was clean and nothing to complain about. For dinner, we opted to have it late at 9 pm. So instead of walking further to dine around Hard Rock Cafe, we decided to settle at the hotel restaurant. My wife and I ordered a large pizza and a vongole appetizer while my children selected beef pastas. The pizza was tasty and I feel nothing special to describe. The vongole came with some white bread to dip into the sauce and the taste was heavenly. We loved it so much that we asked for more bread to dip into the sauce. The pasta was equally unforgettable especially the rich aroma that came out of the beef when you chewed on it. I don't have the vocabulary of a food reviewer but I recommend to anyone to have a try yourself. Not forgetting to mention the courteous attitude and the pleasantness we felt from the restaurant staff both during the dinner and breakfast. Each of our breakfast was served in a blink by different staff. I have to specially mention a waitress named Vivian who talked to us at dinner and breakfast - bubbly, cheerful, efficient with a sense of humour. Overall, this is a fantastic staycation for my family celebrating my wife's birthday. After all, what more could one ask for in the midst of pandemic when we are given a chance to take a vacation in a place that feels like oversea and subsidised with $100 Singapore Rediscovery voucher for each room."
179,1650604794-179,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Nurulain,23-Feb-21,"For 2 adults and 2 small kids, our stay was pleasant. We received complimentary Ice Cream and breakfast was Ala Carte. (No pork No lard). Muslims to eat on your own discretion. Nearest and cheapest available hotel to USS and Sea Aquarium. Aircon was not so strong at 23 degrees. I guess that goes with the age of the hotel."
180,1650604794-180,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Hidayah R.,8-Feb-21,It was a great stay. Good room.. good hotel officers. It was my daughter's birthday and they gave her welcome gifts and also a birthday card. Appreciate it.
181,1650604794-181,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Tracy K.,5-Feb-21,"Room is big but provide nothing beside 2 in room is big but only provide 2 in 1 hand and shower cream, 2 in1 hair shampoo and condition, 2 pkts of instant coffee and creamer and 2 tea bags. With the room cost that I paid I would rather stay in MBS."
182,1650604794-182,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Koh C. T.,21-Jan-21,The room looks exactly like the photos shown; spacious tranquil comfy and super clean two single beds are big enough for two adults too but disappointing is the breakfast served at the coffeehouse cold and hard; not much variety to select and services provided perhaps just booked the room will do without the breakfast.
183,1650604794-183,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Hery G.,5-Jan-21,the hotel staff has very poor of process management they all look busy and running around but didn't do anything some might even forgotten what they initially wanted to do.
184,1650604794-184,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Lucyana,8-Nov-19,"the room is big, bed is comfortable. design of the room is nice. they provide iron and hairdryer. the pool is nice. gym is nice too, they even provide alkaline water at gym. very close to USS. I was given 3 sentosa express tickets."
185,1650604794-185,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,John,4-Nov-19,The hotel is awesome. Many restaurants nearby Breakfast is good
186,1650604794-186,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Galuh C. I.,22-Jul-19,"Great place near from USS, cable car station and imbiah station. have a spacious room... many variant in breakfast with a good taste..."
187,1650604794-187,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,Edward E. H.,12-Jun-19,"For 500 dollars a night, definitely a no no...mediocre smelly stuffy room, design is rough, doesn't show any class, TV program is slow to navigate, bad internet signal and slow ping, bad food (tried the room service 35 dollar club sandwich tastes no good doesn't bring quality for that price and the included breakfast, tastes no good)"
188,1650604794-188,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=23-04-2022.24-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,,LiDya L.,26-Apr-19,"The staff at Fertali restaurant, named Barry, was impolite and unfriendly to guest. I had breakfast at that restaurant with my mom, 2 sons, and nanny. Because I stay @ Michael hotel, I got free breakfast for 2 adult (I bring nanny because I need someone to take care of my 2nd son who only 1 yeas old, she didn't eat). When I came to the restaurant and want to come in, he didn't allow me to bring my nanny and didn't allow me to bring baby's bag (hello, how can I while no one taking care of my baby? N how if my baby wants a milk? Think please. I'm a guest here and I paid! Surely I won't come back!"
