date,review,english_review
2019-03-01,"Rekomendasi untuk taman hiburan. Lebih baik datang saat weekday, supaya antrian saat masuk wahana tidak terlalu panjang. Datang pagi hari & keluar saat menjelang tutup, untuk dapat menaiki semua wahana serta menonton semua pertunjukan yang ada.","Recommendations for amusement parks. It's better to come when weekday, so that the queue when entering the vehicle is not too long. Come in the morning & come out when closing, to be able to ride all the rides and watch all the shows."
2018-09-01,"Kalau dana liburan kalian terbatas, cukup berfoto di depan icon universal studio Singapore ini. Di luar nya saja sudah bagus untuk foto2. Banyak spot foto menarik disini.","If your vacation funds are limited, just take pictures in front of this Singapore Universal Studio icon. Outside it is good for photos. Many interesting photo spots here."
2019-02-01,masuknya cukup mudah dng beli tiket online ..suasananya rame bgt klu pas liburan ..yg paling capek antrinya panjang ..tiap permainan krg lebih 1-2 jam utk antrinya itu yg bikin capek ..tp it'ok utk over all ...cocok utk anak2 dan remaja bagi yg muslim tempat utk sholatx kecil bgt padahal wisata sebesar itu ..,the entry is quite easy to buy tickets online ... the basis is very crowded when it's on vacation ... the most tired of the queue is long ... the game is more than 1-2 hours for the queue that makes it tired ... but it's for over all ... suitable for children and adolescents for Muslims for a small prayer for a small prayer even though that big tour ..
2019-01-01,Untuk kedua kalinya kami berkunjung kesini sekaluarga bersama teman-teman. Cuaca yang cerah namun matahari cukup terik tetapi tidak mengurangi semangat kami semua berkunjung kesini.,For the second time we visited this family with friends. The weather is sunny but the sun is quite scorching but does not diminish our enthusiasm.
2018-08-01,"mari bersenang-senang di sini. kali ini, saya hanya mengambil foto di globe uss. tapi masih bisa melihat begitu banyak orang di sini. Anda masih bisa membeli cenderahati tetapi harganya cukup mahal.","Let's have fun here. This time, I only took photos on Globe USS. But can still see so many people here. You can still buy Sleefrahati but the price is quite expensive."
2018-11-01,"Universal Studio Singapore selalu memiliki daya tarik tersendiri untuk menarik wisatawan. Tak hanya anak-anak, orang dewasa ternyata tak kalah excited dengan berbagai wahana yg disediakan USS. Untuk tiket mudah didapatkan dari berbagai penyedia layanan perjalanan wisata dan harganya relatif lebih murah dibandingkan ots. Namun untuk berkunjung di USS disarankan untuk memakai pakaian yg nyaman serta sediakan payung dan kacamata untuk menghindari cuaca panas ataupun hujan. USS sangat tepat jika dikunjungi bersama keluarga atau dengan teman-teman.","Universal Studio Singapore always has its own charm to attract tourists. Not only children, adults are no less excited with various rides provided by USS. For tickets it is easy to get from various travel service providers and the price is relatively cheaper than OTS. But to visit the USS it is advisable to wear comfortable clothes and provide umbrellas and glasses to avoid hot or rainy weather. USS is very appropriate when visited with family or with friends."
2019-02-01,"Pergi ke Singapura harus banget ke Universal Studi Singapore (USS). Tiketnya bisa dibeli langsung di USS atau membeli melalui Traveloka/Klook (biasanya lebih murah melalui online). Perjalanan dari tengah kota ke Sentosa bisa menggunakan MRT ke Stasiun Harbourfront lalu menaiki Sentosa Express dengan biaya 4 SGD. Selain menggunakan Sentosa Express terdapat satu alternatif yang lebih murah yaitu menggunakan bis. Bis yang biasa dipakai yaitu RWS208 bisa naik melalui bus stand yang ada di Vivo City Shopping, biayanya 1 SGD. Sayangnya, kalian harus menyediakan waktu yang lebih untuk menunggu bis menuju Sentosa. Tips ke USS agar bisa mencoba semua wahana adalah sampai disana pagi-pagi lalu langsung mengantri di depan pintu masuk. Masuki dulu wahana yang biasanya ramai diserbu orang seperti Transformer dan Revenge of the Mummy (kalau sudah antriannya mengular biasanya mennggu hingga lebih dari 1 jam). Jangan lupa mambawa botol minum, di USS banyak sekali tempat untuk mendapatkan air. Selain itu, disarankan untuk membawa payung karena panas atau berjaga-jaga apabila hujan. Bawa juga uang yang berlebih, karena di dalam USS terdapat toko-toko souvenir yang lucu-lucu meskipun terkadanga harganya pricey dan makanan serta minuman yang dijual juga cenderung lebih mahal. Setidaknya makan dan minum saja harus merogoh kocek 10 SGD. Untuk yang suka banget makanan India, di USS ada toko makanan India yang menurut saya enak. Porsi makanannya pun besar dengan harga 16 SGD, untuk para wanita bisa makan berdua. Selamat menikmati liburan di USS!","Going to Singapore must really go to Universal Singapore Study (USS). The tickets can be purchased directly at USS or buy through Traveloka/Klook (usually cheaper via online). Travel from middle to the city to Sentosa can use the MRT to Harbourfront Station then ride Sentosa Express at a cost of 4 SGD. In addition to using Sentosa Express there is a cheaper alternative that is using a bus. The bus that is commonly used is that the RWS208 can ride through a bus stand in Vivo City Shopping, it costs 1 SGD. Unfortunately, you have to provide more time to wait for the bus to Sentosa. Tips to USS so that you can try all the rides is there in the morning and then immediately queued in front of the entrance. First enter the rides that are usually crowded with people like Transformers and Revenge of the Mummy (when the queue is snaking usually to wait for more than 1 hour). Don't forget to bring a drinking bottle, in USS a lot of places to get water. In addition, it is recommended to carry an umbrella because of heat or in case when it rains. Also bring excess money, because in the USS there are cute souvenir shops even though sometimes the price of pricey and food and drinks sold also tends to be more expensive. At least eating and drinking just have to spend 10 SGD. For those who really like Indian food, in USS there is an Indian food store that I think is delicious. The portion of the food is also large at a price of 16 SGD, for women can eat together. Enjoy a vacation at USS!"
2018-08-01,"Bola dunia yang dikelilingi tulisan universal studio ini menjadi icon wisata di sentosa island Singapura, kamu yang suka selfie wajib mengabadikan moment di spot yang 1 ini. Nggak afdhal rasanya jika berliburan ke Singapura tanpa selfie disini. Selain itu, banyak wahana permainan dan pemandangan yang menarik disini. Ada pusat belanja oleh2 juga.","The world soccer, which is surrounded by universal studio writings, is a tourist icon on Sentosa Island Singapore, you who like selfies must capture moments in this 1 spot. It's not Afdhal it feels if it covers Singapore without a selfie here. In addition, many games and interesting views here. There is a shopping center too."
2019-01-01,Tempat yang wajib di kunjungi jika berlibur ke singapura. Tiketnya bisa dipesan langsung sewaktu di Indonesia ataupun membeli OTS namun harganya lebih murah beli di Indonesia. Disini sebaiknya seharian agar puas mencoba wahana permainannya.,A must visit place when vacationing in Singapore. The tickets can be ordered directly when in Indonesia or buy OTS but the price is cheaper to buy in Indonesia. Here you should be satisfied to try to try the game.
2019-01-01,Ga lengkap rasanya jika ke Singapore tanpa mengunjungi Universal Studio Singapore. Tiket masuknya saya beli di Indonesia karena lebih murah daripada beli OTS. Disini banyak wahana permainan yg bisa dicoba.,It's not complete if you go to Singapore without visiting Universal Studio Singapore. I bought the ticket in Indonesia because it was cheaper than buying OTS. Here there are many games that can be tried.
2019-01-01,"Mengunjungi tempat ini bila ke singapore membawa anak2 kecil Jadi sebuah ""keharusan"" Hehe..  Anak2 menikmati beberapa permainan dan suasana di dalam lebih kurang mirip dengan US di tempat lainnya. Pada akhirnya saya lebih mereview biaya masuk sekitar 70 sgd buat dewasa dan anak2 lebih murah dikit. Catatan nya saya beli via online apps non Univ Studio site ya.","Visiting this place if you go to Singapore bring small children to be a ""necessity"" hehe ... children enjoy some games and the atmosphere inside is more or less similar to the US in other places. In the end I reviewed the entrance fee of around 70 SGD for adults and children cheaper a little. I bought the note via online apps non univ studio site huh."
2018-04-01,"Universal Studio adalah salah satu bucket list untuk teman teman yang akan pergi ke singapore berfoto di depan bola dunianya dan merasakan pengalaman seru mencoba wahana wahana extreme nya, saya sudah sering ke singapore dan pasti di waktu yang mepet selalu menyempatkan berkunjung kesini, bagi teman teman yang mau kesini jangan lupa makan di food court nya ya banyak banget pilihan.","Universal Studio is one of the bucket lists for friends who will go to Singapore taking a picture in front of his world ball and feel the exciting experience of trying to try his extreme rides, I have often been to Singapore and surely at a tight time always takes the time to visit here, for friends who Want to come here, don't forget to eat at the food court, there are so many choices."
2018-12-01,"Universal Studio singapore mempunyai wahana yang lebih cocok untuk teenager dan adult, cuaca yang sangat panas disarankan untuk membawa topi dan botol minum untuk refill air minum yang mudah, disarankan untuk berkunjung pagi jam 10 atau sesudah jam 16 Pembelian tiket online di indonesia melalui bukalapak atau tokopedia sangat membantu kemudahan Musim natal dan tahun baru membuat anda harus sabar mengantri di tiap wahana (35-45 menit) kecuali membeli tiket vip Kebetulan kami datang pukul 13 sampai 18 saja karena kelelahan mengantri dan hanya dapat 3 wahana dengan harga tiket Rp.500rb - 700rb, menurut saya cukup rugi apabila anda tidak punya stamina yang baik Beberapa tempat baik untuk diambil sebagai background foto Banyak wahana baru di USS dan merchandise apabila anda suka berbelanja","Universal Studio Singapore has a vehicle that is more suitable for teenagers and adult, very hot weather is advised to bring hat and drinking bottles for easy drinking water refill Very helpful for the convenience of the Christmas and New Year season makes you have to be patient in line in each vehicle (35-45 minutes) except buying a VIP ticket we happen to come at 13 to 18 because of fatigue queuing up and only got 3 rides at a ticket price of Rp.500 thousand - 700 thousand , in my opinion enough loss if you do not have good stamina some good places to be taken as background photos of many new rides in USS and merchandise if you like to shop"
2018-08-01,"Tak lengkap rasanya kalau mengunjungi Singapura tidak mendatangi tempat ini. Lokasi sangat mudah dijangkau. Bisa jalan kaki, naik bus ataupun naik kereta. Tempat sangat luas, butuh waktu seharian untuk menjangkau seluruh wilayah disini . Walau tiket relatif mahal, namun tidak mengecewakan. Apalagi membawa anak-anak yang berusia diatas 8 tahun. Beragam permainan dapat dicoba menghunus sekaligus menguji andrenalin.","It feels incomplete if visiting Singapore does not come to this place. The location is very easy to reach. Can walk, take the bus or take the train. Very spacious place, it takes a day to reach the entire region here. Although tickets are relatively expensive, it does not disappoint. Moreover, bringing children over the age of 8 years. Various games can be tried to draw as well as test andrenaline."
2018-12-01,"Sepertinya tidak akan cukup ke universal studio dalam sehari, kemarin sy hanya masuk ke sea world nya sj.. butuh waktu setengah harii... itupun udah pegel kaki heheehe  next trip pengen punya waktu 3 hari hanya di sentosa Island, biar main-mainnya puas  dari saran transportasi sdh bagus.. malah keren  makanan halal pun tidak sulit didapatkan..  yg serunya karena banyak toko coklat di sana.. gemesss","It doesn't seem to be enough to Universal Studio in a day, yesterday I only entered the sea world sj .. it took half a day ... and even then already tagged leg heheehe next trip want to have 3 days only at Sentosa Island, so that they are playing with satisfaction From the transportation suggestions, it's good ... even cool halal food is not difficult to obtain ... the thrill is because there are many chocolate shops there ... gemesss"
2018-12-01,Sebagai tempat wisata Universal Studio ini pasti jadi tujuan berlibur terutama utk Keluarga. Banyak permainan dan hiburan disin sangat menarik sekali. Menurut saya USS ini tidak terlalu besar satu hari saja rasanya cukup kita nikmati ber wisata disini. Kalau kesini dalam cuaca Singapore yg panas jangan lupa membawa payung atau topi.,"As a Universal Studio tourist spot, it must be a vacation destination, especially for the family. Many games and entertainment are very interesting. I think this USS is not too big one day, it feels enough to enjoy the tour here. If you come here in hot Singapore weather, don't forget to bring an umbrella or hat."
2018-01-01,"saya mengunjungi uss pada bulan mei 2015,,tempatnya bagus, modern,atraktif,, namun sayang prayerroom sangat kecil.. menurut saya permainan disini lebih banyak untuk orang dewasa, jika membawa balita atau anak2 hanya ada beberapa wahana.. pakailah sepatu yang nyaman karena tempat ini sangat besar..","I visited the USS in May 2015, the place is good, modern, attractive, but unfortunately Prayerroom is very small ... I think the game here is more for adults, if you bring a toddler or children there are only a few rides ... use comfortable shoes because This place is very big .."
2018-01-01,"luar biasa sekali tempat ini, untuk backpacker seperti saya harga tiket masuk tergolong mahal tapi puas banget setelah apa tau di dalamnya jangan lupa berfofo di depan bola dunia universal yg iconic ini jika lapar beli KFC saja, karena disini mahal, untuk 1 buah ice cream Magnum saja harganya $6","This place is extraordinary, for backpackers like me the price of admission is quite expensive but very satisfied after what do you know in it don't forget to foop in front of this iconic universal world ball if you are hungry buying KFC only, because here is expensive, for 1 piece of ice cream magnum the price is $ 6"
2018-03-01,"Saya pertama kali ke Singapura, dan saya langsung menuju tempat ini, Universal Studio di pulau Sentosa, Singapura.  Pertama kali saya agak heran karena area parkirnya di basement alias di bawah tanah, namun begitu naik kembali ke lantai dasar, saya takjub dengan pemandangan indah yang ada. Begitu banyak tempayt yang bagus, restoran dan tempat-tempat dengan pemandangan indah, serta berbagai area rekreasi yang banyak. Namun sayang, kami ke sini hanya sebentar, untuk makan siang dan sekadar jalan-jalan selama setengah jam saja.  Akhirnya, kami makan siang dengan makanan yang disediakan travel, mengambil tempat di tempat duduk di tengah area Universal Studio, dekat globe Universal Studio. Cukup nyaman karena tempatnya teduh namun terbuka, sehingga angin sepoi-sepoi pun menyambut kami yang sedang menikmati hidangan makan siang.  Adapun tempat, kami tidak sempat ke tempat rekreasi yang banyak, namun setidaknya banyak tempat-tempat bagus yang bisa difoto di sini. Sangat enak. Hanya saja, waktu yang terbatas membuat kami kurang menikmati perjalanan dan rekreasi di sini.  Secara keseluruhan, tempat ini sangat bagus untuk rekreasi, jika anda berkesempatan untuk mengunjungi Singapura. Maka ini menjadi salah satu tempat yang wajib dikunjungi di Singapura.","I first went to Singapore, and I went straight to this place, Universal Studio on Sentosa Island, Singapore. The first time I was somewhat surprised because the parking area in the basement alias underground, but once went back to the ground floor, I was amazed by the beautiful scenery. So many good tempayt, restaurants and places with beautiful views, as well as various recreational areas. But unfortunately, we only came here briefly, for lunch and just walking for half an hour. Finally, we had lunch with food provided by travel, taking a place in a seat in the middle of the Universal Studio area, near Globe Universal Studio. Quite comfortable because the place is shady but open, so the breeze also welcomes us who are enjoying lunch. As for the place, we did not have time to go to a lot of recreation, but at least many good places that can be photographed here. Very delicious. It's just that limited time makes us less enjoy travel and recreation here. Overall, this place is very good for recreation, if you have the opportunity to visit Singapore. So this is one of the places that must be visited in Singapore."
2018-11-01,Salah satu alasan kenapa banyak wisatawan datang ke SIngapura yaitu datang kesini. Menyuguhkan berbagai wahana dan atraksi yang menarik dari film2 karya Universal. Untuk datang kesini siapkan kamera anda untuk mengabadikan segala moment anda. Kalau datang siang hari sangat terasa panas teriknya jadi persiapkan topi dan payung anda. Ada beberapa kran air minum gratis disini dan juga food court serta toko oleh-oleh.,"One of the reasons why many tourists come to Singapore is to come here. Presents various interesting rides and attractions from universal films. To come here prepare your camera to capture all your moments. If you come during the day, you feel hot, so prepare your hat and umbrella. There are some free drinking water faucets here and also food courts and souvenir shops."
2018-02-01,"Fasilitas dan pelayanan cukup baik dan memadai, banyak air minum gratis yang dapat diisi di botol melalui keran, dapat menggunakan sky train gratis menuju pantai dan sebaliknya.","Facilities and services are quite good and adequate, lots of free drinking water that can be filled in bottles through taps, can use free sky train to the beach and vice versa."
2018-08-01,"Datang ke singapore untuk mengunjungi sanak saudara dan menyempatkan waktu ke universal studio di hari sabtu. Sangat ramai sesak namun loket tiket di handle dengan baik sehingga antrian tidak terlalu panjang. Antrian yg sangat panjang adalah wahana di dalamnya dan sejauh ini wahana terbaik yg di mainkan adalah transformers the ride. Tidak di rekomendasikan datang ke sini pada hari weekend, sangat ramai dan anda akan menghabiskan waktu dalam hitungan jam hanya untuk mengantri wahana yg durasinya tidak sampai 10 menit.","Come to Singapore to visit relatives and take the time to Universal Studio on Saturday. Very crowded but the ticket window on the handle well so the queue is not too long. A very long queue is a vehicle in it and so far the best rides played are Transformers The Ride. Not recommended to come here on weekends, very crowded and you will spend time in a matter of hours just to queue up the ride which is not up to 10 minutes."
2018-07-01,"Mengunjungi Universal Studios di Singapura untuk yg ke sekian kalinya, tidak membosankan karena tersedia wahana yang cukup banyak dan menyenangkan, apalagi anak-anak kami sangat senang jika ke sana. Menjangkau tempat ini tidaklah sulit, dari Vivo City bisa menggunakan kereta (Sentosa Express) menuju pulau Sentosa.","Visiting Universal Studios in Singapore for the many times, not boring because there are quite a lot of rides and fun, especially our children are very happy when there. Reaching this place is not difficult, from Vivo City can use a train (Sentosa Express) to Sentosa Island."
2018-10-01,I love this country so much . Ini pertama kali saya dan teman teman sy ke singapur walaupun cuaca ny panas banget tapi tetap ngak bisa berhenti bilang kalau negara ini benar2 bagus dan bersih . Banyak tempat yang kami kunjungi salah satunya universal studio singapore ini . Dan menu makanan yang mall mall jg enak yah walaupun kata sy lumayan mahal . Belum kesampaian nyobain street food nya disini 😝😝 anyway kemaren ada coba makan di kfc ternyata rasanya beda hihihi sedikit lebih asin ketimbang yang di indonesia . Dan ngak akan lupa sama kejadian ketinggalan sepatu saya waktu foto foto di haji lane 😭,I love this country so much. This is the first time I and my friends go to Singapore even though the weather is really hot but still can't stop saying that this country is really good and clean. Many places we visited one of them is Universal Studio Singapore. And the food menu that Mall Mall is also delicious even though I say it's quite expensive. Not yet accomplished trying street food here 😝😝 Anyway yesterday there was trying to eat at KFC it turned out to taste different hihihi a little more salty than the one in Indonesia. And you won't forget the incident of my shoes when you take a photo in Haji Lane 😭
2018-10-01,"universal studio singapore adalah tempat untuk berlibur impian bagi travelers baru seperti saya, karena universal studio merupakan tempat rekreasi favorite di asia tenggara. wahana yang banyak yang membuat pengunjung betah berlama lama disana. saya sangat menikmati liburan di singapore, ini adalah pertama kali saya pergi keluar negri. saya sangat senang berlibur di singapore, karena disana sangat bersih dan sangat disiplin karena peraturan disana sangat ketat","Universal Studio Singapore is a place for a dream vacation for new travelers like me, because Universal Studio is a favorite recreation area in Southeast Asia. Many rides that make visitors feel at home for long there. I really enjoyed a vacation in Singapore, this was the first time I went abroad. I am very happy to vacation in Singapore, because there is very clean and very disciplined because the rules there are very tight"
2018-08-01,Bagus tempatnya nyaman dan memang bagus untuk pergi bersama teman teman kerja dan cukup berkesan perjalan ini,Good place is comfortable and it's good to go with colleagues and just impress this trip
2018-07-01,"Awalnya saya sempat khawatir karena saya sendirian ke sini. Namun ternyata karena saya sendiri, saya jadi bisa lebih cepat naik ke beberapa wahana karena jalur single rider. Tidak hanya wahananya yang seru, banyak sekali tempat berfoto yang bagus di sini. Tapi sebelum pergi, lebih baik mengecek ramalan cuaca dan waktu kunjungan (apakah di hari yang ramai atau tidak).","At first I was worried because I was alone here. But apparently because of me myself, I was able to rise faster to several rides because of the single rider path. Not only the row is exciting, there are a lot of good photo places here. But before leaving, it's better to check weather predictions and visits (whether on a crowded day or not)."
2018-08-01,"ini adalah salah satu theme park yg terkenal yaitu UNIVERSAL STUDIO, di dalam banyak sekali permainan menarik sprti untuk remaja maupun anak-anak, tempatnya agak panas karna open space, makanan d sni agak mahal jdnya di sarankan untuk makan dlu dan membawa minuman botol utk bsa di refil.","This is one of the famous themes Park, Universal Studio, in many interesting games like teenagers and children, the place is rather hot because of open space, food D SNI is rather expensive so it is recommended to eat and bring bottled drinks for can be in refil."
2018-07-01,"kedua kalinya berkunjung ke USS, pertama kali dengan pasangan di November 2015, dan yang baru saja di 27 Juli 2018 dengan sahabat baik. Oke, langsung saja, karena kami ala backpakers jadi hemat itu nomor 1, tentu saja kami membawa botol minum kosong ( karena tidak diijinkan membawa makanan & minuman dari luar ) supaya dapat kami isi di dalam. Hampir semua wahana kami naiki, karena kami sampai di USS dari belum buka, hingga sore hari, jadi kami memiliki banyak waktu disana. Tujuan utama kami ke USS yang sebenarnya adalah Minion Store + berfoto-foto ria dengan Gru & the minions. Cuaca saat itu sedang cerah, panas, terik, jadi satu deh, untung kami berdua membawa cadangan baju ganti karena saat itu baju yang kami pakai sudah basah dengan keringat.","The second time visited USS, the first time with a couple in November 2015, and who had just been on July 27, 2018 with good friends. Okay, just go ahead, because we have a backpakers style so economical number 1, of course we carry empty drinking bottles (because it is not permitted to bring food & drinks from outside) so that we can fill it inside. Almost all of our rides, because we arrived at USS from not open, until the afternoon, so we have a lot of time there. Our main destination to USS is actually a Minion Store + take pictures with Gru & The Minions. The weather was sunny, hot, hot, so one, fortunately we both brought a reserve of a change of clothes because at that time the clothes we were wearing were wet with sweat."
2018-08-01,"Kesini lagi..ga akan pernah bosan..selalu seru. Tapi agustus ini bulan ramai..banyak tourist dari china yang tengah musim liburan. Saran saya kalo lagi musim ramai beli tiket express aja..lebih mahal..iya betul..tapi bayangkan anda bisa menghemat satu-dua jam dalam satu wahana..ini benerran. Yang lain antri 1.5 jam, express dengan jalur khusus hanya butuh 15 menit..jadi bisa explore lebih banyak. Soal permainan universal lebih banyak yang ekstrem ketimbang mainan balita...mainan anak paling show sesame street, madagascar, shrek dan wahana roll coaster di far far away, atau di permainan anak di jurrasic..kalo dewasa bakal lelah karena jejeritan dengan permainan yg nguji adrenalin..ypu must try cylon😁😁. Banyak pilihan makanan..keran minum gratis banyak..jangan lupa bawa wadah minuman..lumayan hemat 35 rb utk air mineral...😊😊","Come here again ... you will never be bored ... it's always exciting. But this August the month is crowded ... many tourists from China who are in the middle of the holiday season. My advice is that if you are busy buying an express ticket ... it's more expensive ... that's right ... but imagine you can save one or two hours in one ride ... this is really. Others queue 1.5 hours, express with a special path only takes 15 minutes ... so it can explore more. About universal games more extreme than toddler toys ... Children's Most Showing Children's Sesame Street, Madagascar, Shrek and Wahana Roll Coaster in Far Far Away, or in Children's Games in Jurrasic ... Adults will be tired because of the Jejeritan with the game that is tested adrenaline..ypu must try cylon contra. Many food choices ... a lot of free drinking ... don't forget to bring a drink container ... Lumayan saves 35 rb for mineral water ... 😊😊"
2018-07-01,Kesan pertama melihat USS sangatlah takjub. dengan area yg sangat luas untuk area permainan. untuk kesini... siapkan uang yang cukup banyak. tiket masuknya cukup mahal kisaran 750rb s.d 1jt. blm untuk beli minum dan makanannya....,The first impression of seeing USS was very amazed. With a very large area for the game area. To come here ... prepare quite a lot of money. The entrance ticket is quite expensive in the range of 750 thousand s.d 1 million. not to buy a drink and the food ....
2018-07-01,Kalau pergi ke Singapore jangan lewatkan pergi ke Universal Studio Singapore yang berada di Sentosa di sini banyak wahana yang bisa dinikmati bersama keluarga di jamin puas meski harus antri tapi tak perlu khawatir. Antrinya masih tahap yang wajar bisa kita rasakan sensasi transformer yang bakal membuat anda ketagihan dan masih banyak wahana lainnya rollling coaster bagi penikmat adrenalisn rush,"If you go to Singapore, don't miss going to Universal Studio Singapore who is in Sentosa here, many rides can be enjoyed with the family guaranteed to be satisfied even though they have to queue but don't need to worry. The queue is still a reasonable stage we can feel the sensation of the transformer that will make you addicted and there are many other rolling coaster for Adrenalisn Rush lovers"
2018-07-01,"siapa yang tidak tahu uss, dengan fasilitas lengkap dan juga berkualitas cocok menjadi destinasi tujuan wisata anda di singapore, dengan harga tiket lumayan tentu worth it dengan fasilitas dan aktraksi yang didapat ya, luangkan wkt anda min 1 harian disini dan jg bisa beli tiket antri antre atas express line dengan merogoh kantong lebih dlm lagi ya. makanan sangat lengkap disini, hampir semua menu tersedia dari asian, Malaysia, indian food tersedia di uss, bagi pengunjung manula dan anak2 bisa juga menyewa stroller di depan pintu masuk ya. juga jgn lupa mempir ke pantai dan mal vivo yg bisa dijangkau dengan monorail saja dan free tentunya. jangan lupa bawa topi ya jika cuaca agak panas dan membuat anda sering kali haus, namun di tiap pojok tersedia minuman ringan dan snack yang lengkap. ok selamat berlibur ya. salam...","Who does not know USS, with complete facilities and also quality suitable for your tourist destination in Singapore, with a pretty good ticket price with the facilities and actors obtained, Take your WKT min 1 daily here and can also buy queuing tickets in line for the Express Line by reaching into the pockets deeper. Food is very complete here, almost all menus are available from Asian, Malaysia, Indian Food available at USS, for elderly visitors and children can also rent a stroller in front of the entrance. Also don't forget to go to the beach and Vivo mall that can be reached with monorail only and free of course. Don't forget to bring a hat if the weather is rather hot and makes you often thirsty, but in each corner there is a complete soft drink and snack. Ok, happy vacation. regards..."
2018-07-01,"Wajib dikunjungi jk kesingapore, buat melepas penat, tempat bermain, tempat uji nyali yang suka tantangan naik roller coaster","Must be visited if you go to Singapore, to unwind, playgrounds, places to test the guts who like the challenges of riding a roller coaster"
2018-03-01,"Setelah sekian lama berencana akhirnya kami tiba juga di universal studio singapura, dengan 2 anak perempuan saya tentunya yang langsung heboh gembira bukan kepalang melihat berbagai tokoh2 kartun idolanya. Tidak ada yang kurang untuk setiap arena bermain ataupun pertunjukannya, selain restorannya yang kurang cocok mungkin untuk lidah kami.","After all this time we planned to finally arrive at Universal Studio Singapore, with 2 of my daughters, of course, who was immediately excited to see the various cartoon figures of their idols. Nothing is lacking for every play arena or performance, other than the restaurant that is not suitable for our tongue."
2018-01-01,"Wahana wahana yang ada di dalam Universal Studios Singapore ini wajib dicoba semua. Semuanya bagus2, apalagi Transformers, Mumy, dan Jurassic Park...","The vehicle that is in Universal Studios Singapore must be tried all. Everything is good, especially Transformers, Mumy, and Jurassic Park ..."
2018-05-01,"Saya mengunjungi USS bersama putri saya, kami berdua tiba pagi hari sehingga mempunyai banyak waktu untuk bermain. Kami menggunakan e-tiket dan proses masuk tinggal scan tiket dari HP, sangat mudah! Semua permainan sangat menyenangkan, waktu antrian juga tertera di setiap pintu masuk permainan. Kami sengaja memilih hari sabtu karena anda dapat menikmati parade dan kembang api. Handphone saya sempat tertinggal dan saya lupa. Kemudian saya ke bagian lost & found dan staff disana membantu menghubungi nomor saya itu. Sampai akhirnya diangkat dan saya mendapatkannya kembali handphone saya setelah verifikasi kepemilikan. Sungguh sangat aman dan baik tempat ini. Tempat untuk minum pun banyak tersebar di dalam area ini. Restoran dan tempat makan pun sangat bervariatif.","I visited USS with my daughter, we both arrived in the morning so we had plenty of time to play. We use e-ticket and the process of entering just scan tickets from cellphones, very easy! All games are very fun, the queue time is also listed in each entrance of the game. We deliberately chose Saturday because you can enjoy the parade and fireworks. My cellphone was left behind and I forgot. Then I went to the Lost & Found section and staff there helped call my number. Until finally it was appointed and I got it back my cellphone after verification of ownership. Really very safe and good this place. A place to drink is widely spread in this area. Restaurants and places to eat are very varied."
2018-03-01,Jalan jalan ke singapura tidak lupa singgah di universal studio. Liburan keluarga menjadi lebih baik dan indah karena wahananya cocok untuk anak anak maupun dewasa.  Tips dapat tiket murah! Beli di aplikasi seperti traveloka dan tiket.com atau di fave cebu travel.  Semoga experience saya disini membawa kesenangan untuk anda juga.,The road to Singapore did not forget to stop at Universal Studio. Family holidays are better and more beautiful because their intentions are suitable for children and adults. Tips for getting cheap tickets! Buy on applications such as Traveloka and Tiket.com or at Fave Cebu Travel. Hopefully my experience here brings you fun too.
2018-04-01,"Saya sarankan anda untuk menyiapkan waktu 1 hari penuh untuk berkunjung ke sini,karena disini terdapat lebih dari 30 wahana permainan jika anda ingin mencoba semua wahana permainan yang ada. Anda juga bisa menyaksikan pertunjukan2 yang menarik di jam2 tertentu. Pertama datang kesini thn 2015,dan saya datang kembali 2018 ini belum banyak perubahan","I suggest you to prepare a full 1 day to visit here, because here there are more than 30 game rides if you want to try all the game rides. You can also watch interesting shows at certain hours. First came here in 2015, and I came back in 2018 this hasn't changed much"
2018-03-01,"Wahananya banyak, tidak cocok untuk anak kecil di bawah 5 tahun krn banyak permainan ekstremnya spt the Mumny. Untuk anak seusia 3-6 tahun, lebih baik nonton The Shrek 4D, naik komedi putar dan foto2 di samping tokoh2 kartun spt: Throll dan Dru 😁 Sangat disarankan untuk memakai sepatu kets untuk kenyamanan dan menyewa stroller di dekat pintu masuk, shg anda tidak harus menggendong anak anda bila mereka capek berjalan ☺ Jangan lupa untuk belanja souvenir khas Universal Studio di Universal Store dan bagi wisatawan asing, dpt melakukan tax refund di samping pintu keluar dgn menunjukkan paspor 😎","The inhabitants are many, not suitable for young children under 5 years because of many extreme games like the mumny. For children the same age as 3-6 years, it's better to watch The Shrek 4D, ride a playful comedy and photos next to cartoon characters like: throll and Dru 😁 are highly recommended to wear sneakers for comfort and rent a stroller near the entrance, so you don't have to have to Carrying your child if they are tired of walking ☺ Don't forget to shop for Souvenirs typical of Universal Studio at the Universal Store and for foreign tourists, can do a tax refund next to the exit by showing a passport 😎"
2018-03-01,"Untuk menuju USS ini, banyak sekali transportasi yang bisa digunakan. Tapi kami bertiga menggunakan bus RWS8. Dari halte bus di vivo city langsung naik bus tersebut dan pemberhentian terakhir langsung di USS. Tarif bus hanya SGD 1-2 saja. Jika naik monorail, sekali jalan tarifnya SGD 4..","To get to this USS, a lot of transportation can be used. But the three of us use the RWS8 bus. From the bus stop in Vivo City immediately took the bus and the last stop directly at the USS. The bus fare is only 1-2 SGD. If you take a monorail, one way the tariff is SGD 4 .."
